"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Identifiant.Objectif";"Numéro.Objectif";"Objectif";"Identifiant.Indicateur";"Numéro.indicateur";"Indicateur";"type.indicateur";"Stratégique.au.niveau.mission.";"Indicateur.transversal.si.X";"Identifiant.sous.indicateur";"Sous.indicateur";"SSI.Nouveau..";"SSI.modifié.";"PAP.seulement...Sous.indicateur.Documenté..";"Unité";"Réalisation.2015";"Réalisation.2016";"Prévision.2017.PAP.2017";"Prévision.2017.PAP.2018";"Réalisation.2017";"Année.cible";"Valeur.cible";"Degré.de.réalisation";"Code.Ministère";"Ministère"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"914";"P102.1";"Favoriser l'accès et le retour à l'emploi";"14584";"P102.1.1";"Nombre de retours à l'emploi";"Citoyen";"";"";"24073";"Nombre de retours à l'emploi";"";"";"SSI Documenté";"Nombre";"3729507";"3944897";"2,50%";"2,50%";"4135046 ( à sept 2017)";"2017";"3%";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"914";"P102.1";"Favoriser l'accès et le retour à l'emploi";"2910";"P102.1.2";"Taux de retour à l'emploi de tous les publics";"Citoyen";"";"";"21386";"Tous publics";"";"";"SSI Documenté";"%";"3,5";"3,5";"3,8";"nd";"nd";"2017";"5";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"914";"P102.1";"Favoriser l'accès et le retour à l'emploi";"2910";"P102.1.2";"Taux de retour à l'emploi de tous les publics";"Citoyen";"";"";"21387";"Tous publics (retour à l'emploi durable uniquement)";"";"";"SSI Documenté";"%";"2,3";"2,4";"2,5";"nd";"nd";"2017";"3";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"914";"P102.1";"Favoriser l'accès et le retour à l'emploi";"2910";"P102.1.2";"Taux de retour à l'emploi de tous les publics";"Citoyen";"";"";"24078";"Bénéficiaires du RSA et de l'ASS";"";"";"SSI Documenté";"%";"2,1";"2";"2,4";"nd";"nd";"2017";"2,4";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"914";"P102.1";"Favoriser l'accès et le retour à l'emploi";"2910";"P102.1.2";"Taux de retour à l'emploi de tous les publics";"Citoyen";"";"";"16038";"Seniors de plus de 50 ans";"";"";"SSI Documenté";"%";"1,6";"1,7";"1,9";"nd";"nd";"2017";"2,6";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"914";"P102.1";"Favoriser l'accès et le retour à l'emploi";"2910";"P102.1.2";"Taux de retour à l'emploi de tous les publics";"Citoyen";"";"";"12335";"Travailleurs handicapés";"";"";"SSI Documenté";"%";"1,5";"1,5";"1,7";"nd";"nd";"2017";"2,1";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"914";"P102.1";"Favoriser l'accès et le retour à l'emploi";"2910";"P102.1.2";"Taux de retour à l'emploi de tous les publics";"Citoyen";"";"";"12336";"Personnes résidant en ZUS";"";"(libellé modifié)";"SSI Documenté";"%";"2,8";"2,9";"3";"nd";"nd";"2017";"3,8";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"2700";"P102.2";"Améliorer l'efficacité du service rendu à l'usager par Pôle emploi";"14665";"P102.2.1";"Taux d'accès à l'emploi durable 6 mois après la fin d'une formation prescrite par Pôle emploi";"Usager";"";"";"24207";"Taux d'accès à l'emploi durable 6 mois après la fin d'une formation prescrite par Pôle emploi";"";"";"SSI Documenté";"%";"28,1";"30,5";"29";"28,1";"29,6";"2017";"31,1";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"2700";"P102.2";"Améliorer l'efficacité du service rendu à l'usager par Pôle emploi";"14666";"P102.2.2";"Taux de satisfaction des services rendus par l'opérateur aux usagers";"Usager";"";"";"24208";"Taux de satisfaction des demandeurs d'emploi concernant le suivi dont ils bénéficient";"";"";"SSI Documenté";"%";"64,6";"64,1";"67";"67";"71";"2017";"68";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"2700";"P102.2";"Améliorer l'efficacité du service rendu à l'usager par Pôle emploi";"14666";"P102.2.2";"Taux de satisfaction des services rendus par l'opérateur aux usagers";"Usager";"";"";"24209";"Taux de satisfaction des employeurs concernant la dernière opération de recrutement";"";"";"SSI Documenté";"%";"64,9";"71,3";"70";"70";"70,7";"2017";"70";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"2700";"P102.2";"Améliorer l'efficacité du service rendu à l'usager par Pôle emploi";"14667";"P102.2.3";"Temps consacré au suivi et à l'accompagnement personnalisé des demandeurs d'emploi (en ETPT)";"Usager";"";"";"24210";"Temps consacré au suivi et à l'accompagnement personnalisé des demandeurs d'emploi (en ETPT)";"";"";"SSI Documenté";"ETPT";"11851";"13256";"12404";"12404";"13603";"2017";"12404";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"903";"P102.3";"Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail";"2341";"P102.3.1";"Taux d'insertion dans l'emploi 6 mois après la sortie d'un contrat aidé";"Citoyen";"";"";"16578";"Taux d'insertion dans l'emploi à l'issue d'un CAE (CUI non marchand)";"";"";"SSI Documenté";"%";"42";"nd";"43";"43";"nd";"2017";"45";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"903";"P102.3";"Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail";"2341";"P102.3.1";"Taux d'insertion dans l'emploi 6 mois après la sortie d'un contrat aidé";"Citoyen";"";"";"16584";"Taux d'insertion dans l'emploi durable à l'issue d'un CAE (CUI non marchand)";"";"";"SSI Documenté";"%";"27";"nd";"28";"28";"nd";"2017";"30";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"903";"P102.3";"Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail";"2341";"P102.3.1";"Taux d'insertion dans l'emploi 6 mois après la sortie d'un contrat aidé";"Citoyen";"";"";"20722";"Taux d'insertion dans l'emploi durable des travailleurs handicapés à l'issue d'un CAE (CUI non-marchand)";"";"";"SSI Documenté";"%";"23";"nd";"24";"24";"nd";"2017";"24";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"903";"P102.3";"Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail";"2341";"P102.3.1";"Taux d'insertion dans l'emploi 6 mois après la sortie d'un contrat aidé";"Citoyen";"";"";"16582";"Taux d'insertion dans l'emploi à l'issue d'un CIE (CUI marchand)";"";"";"SSI Documenté";"%";"nd";"nd";"70";"SO";"nd";"2017";"75";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"903";"P102.3";"Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail";"2341";"P102.3.1";"Taux d'insertion dans l'emploi 6 mois après la sortie d'un contrat aidé";"Citoyen";"";"";"16583";"Taux d'insertion dans l'emploi durable à l'issue d'un CIE (CUI marchand)";"";"";"SSI Documenté";"%";"nd";"nd";"60";"SO";"nd";"2017";"66";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"903";"P102.3";"Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail";"2341";"P102.3.1";"Taux d'insertion dans l'emploi 6 mois après la sortie d'un contrat aidé";"Citoyen";"";"";"20723";"Taux d'insertion dans l'emploi durable des travailleurs handicapés à l'issue d'un CIE (CUI marchand)";"";"";"SSI Documenté";"%";"nd";"nd";"54";"SO";"nd";"2017";"56,5";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"903";"P102.3";"Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail";"2341";"P102.3.1";"Taux d'insertion dans l'emploi 6 mois après la sortie d'un contrat aidé";"Citoyen";"";"";"21998";"Taux d'insertion dans l'emploi des jeunes bénéficiaires d'un emploi d'avenir";"";"";"SSI Documenté";"%";"nd";"51 (EAv non marchand)";"75 (EAv non marchand)";"SO";"nd";"2017";"75";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"903";"P102.3";"Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail";"2341";"P102.3.1";"Taux d'insertion dans l'emploi 6 mois après la sortie d'un contrat aidé";"Citoyen";"";"";"21999";"Taux d'insertion dans l'emploi durable des jeunes bénéficiaires d'un emploi d'avenir";"";"";"SSI Documenté";"%";"nd";"37 (EAv non marchand)";"55 (EAv non marchand)";"SO";"nd";"2017";"55";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"903";"P102.3";"Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail";"4797";"P102.3.2";"Taux d'insertion dans l'emploi à la sortie des structures d'insertion par l'activité économique";"Citoyen";"";"";"12365";"Taux d'insertion dans l'emploi à la sortie d'une entreprise d'insertion (EI)";"";"";"SSI Documenté";"%";"33";"36,2";"28";"36";"26,7 (provisoire)";"2017";"30";"Données non retenues";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"903";"P102.3";"Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail";"4797";"P102.3.2";"Taux d'insertion dans l'emploi à la sortie des structures d'insertion par l'activité économique";"Citoyen";"";"";"16456";"Taux d'insertion dans l'emploi durable à la sortie d'une EI";"";"";"SSI Documenté";"%";"17,3";"18,1";"16";"18";"14,2 (provisoire)";"2017";"19";"Données non retenues";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"903";"P102.3";"Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail";"4797";"P102.3.2";"Taux d'insertion dans l'emploi à la sortie des structures d'insertion par l'activité économique";"Citoyen";"";"";"16588";"Taux d'insertion dans l'emploi à la sortie d'une entreprise de travail temporaire d'insertion (ETTI)";"";"";"SSI Documenté";"%";"37,2";"44,9";"40";"45";"46,4 (provisoire)";"2017";"50";"Données non retenues";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"903";"P102.3";"Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail";"4797";"P102.3.2";"Taux d'insertion dans l'emploi à la sortie des structures d'insertion par l'activité économique";"Citoyen";"";"";"16457";"Taux d'insertion dans l'emploi durable à la sortie d'une ETTI";"";"";"SSI Documenté";"%";"16,3";"19,7";"16";"20";"21,1 (provisoire)";"2017";"30";"Données non retenues";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"903";"P102.3";"Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail";"4797";"P102.3.2";"Taux d'insertion dans l'emploi à la sortie des structures d'insertion par l'activité économique";"Citoyen";"";"";"16589";"Taux d'insertion dans l'emploi à la sortie d'une association intermédiaire (AI)";"";"";"SSI Documenté";"%";"34,4";"35,8";"37";"37";"35,9 (provisoire)";"2017";"50";"Données non retenues";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"903";"P102.3";"Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail";"4797";"P102.3.2";"Taux d'insertion dans l'emploi à la sortie des structures d'insertion par l'activité économique";"Citoyen";"";"";"16459";"Taux d'insertion dans l'emploi durable à la sortie d'une AI";"";"";"SSI Documenté";"%";"16,2";"16,5";"18";"18";"17,3 (provisoire)";"2017";"27";"Données non retenues";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"903";"P102.3";"Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail";"4797";"P102.3.2";"Taux d'insertion dans l'emploi à la sortie des structures d'insertion par l'activité économique";"Citoyen";"";"";"22000";"Taux d'insertion dans l'emploi à la sortie des ateliers et chantiers d'insertion (ACI)";"";"";"SSI Documenté";"%";"21,7";"23,7";"24";"24";"23,5 (provisoire)";"2017";"29";"Données non retenues";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"903";"P102.3";"Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail";"4797";"P102.3.2";"Taux d'insertion dans l'emploi à la sortie des structures d'insertion par l'activité économique";"Citoyen";"";"";"24224";"Taux d'insertion dans l'emploi durable à la sortie des ateliers et chantiers d'insertion (ACI)";"";"";"SSI Documenté";"%";"8,4";"9,2";"10";"10";"9,3 (provisoire)";"2017";"13";"Données non retenues";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"903";"P102.3";"Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail";"11090";"P102.3.3";"Taux de retour à l'emploi durable des travailleurs handicapés suivis par le service public de l'emploi";"Citoyen";"";"";"16461";"Taux de retour à l'emploi durable des travailleurs handicapés inscrits à PE";"";"";"SSI Documenté";"%";"1,1";"1,1";"1,3";"1,3";"nd";"2017";"1,6";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P102";"Accès et retour à l'emploi";"903";"P102.3";"Mobiliser au mieux les outils d'insertion professionnelle au bénéfice des personnes les plus éloignées du marché du travail";"11090";"P102.3.3";"Taux de retour à l'emploi durable des travailleurs handicapés suivis par le service public de l'emploi";"Citoyen";"";"";"16462";"Taux de retour à l'emploi durable des travailleurs handicapés accompagnés par les Cap Emploi";"";"";"SSI Documenté";"%";"58,5";"61,5";"60";"60";"60";"2017";"57";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P103";"Accompagnement des mutations économiques et développement de l'emploi";"945";"P103.1";"Assurer l'effectivité du contrôle de la formation professionnelle (objectif transversal)";"2980";"P103.1.1";"Nombre de contrôles engagés sur nombre d'entités contrôlables";"Contribuable";"";"";"8486";"Nombre de contrôles engagés sur nombre d'entités contrôlables";"";"";"SSI Documenté";"%";"1,3";"1,35";"2";"SO";"2,19";"2017";"2,5";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P103";"Accompagnement des mutations économiques et développement de l'emploi";"2730";"P103.2";"Sécuriser l'emploi par l'anticipation des mutations économiques";"14118";"P103.2.1";"Taux de satisfaction des entreprises bénéficiaires d'actions mises en oeuvre dans le cadre d'un accord ADEC";"Usager";"";"";"23219";"Taux de satisfaction des entreprises bénéficiaires d'actions mises en oeuvre dans le cadre d'un accord ADEC";"";"";"SSI Documenté";"%";"83";"83";"85";"91";"91";"2017";"85";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P103";"Accompagnement des mutations économiques et développement de l'emploi";"2730";"P103.2";"Sécuriser l'emploi par l'anticipation des mutations économiques";"13485";"P103.2.2";"Part des embauches en CDI par rapport aux jeunes embauchés";"Citoyen";"";"";"22736";"Part des embauches en CDI sur les jeunes embauchés";"";"";"SSI Documenté";"%";"nd";"nd";"nd";"nd";"nd";"2017";"24";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P103";"Accompagnement des mutations économiques et développement de l'emploi";"2730";"P103.2";"Sécuriser l'emploi par l'anticipation des mutations économiques";"13486";"P103.2.3";"Part des entreprises de moins de 50 salariés parmi celles ayant eu recours à l'activité partielle";"Citoyen";"";"";"22737";"Part des entreprises de moins de 50 salariés parmi celles ayant eu recours à l'activité partielle";"";"";"SSI Documenté";"%";"91";"90";"94";"90";"92";"2017";"94";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P103";"Accompagnement des mutations économiques et développement de l'emploi";"931";"P103.3";"Contribuer à la revitalisation des territoires et au reclassement des salariés licenciés pour motif économique";"3022";"P103.3.1";"Nombre d'emplois créés par rapport au nombre d'emplois supprimés, à l'échéance des conventions de revitalisation";"Citoyen";"";"";"8295";"Nombre d'emplois créés par rapport au nombre d'emplois supprimés, à l'échéance des conventions de revitalisation";"";"";"SSI Documenté";"%";"80";"85";"80";"80";"85";"2017";"80";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P103";"Accompagnement des mutations économiques et développement de l'emploi";"931";"P103.3";"Contribuer à la revitalisation des territoires et au reclassement des salariés licenciés pour motif économique";"3027";"P103.3.2";"Taux de reclassement à l'issue des dispositifs d'accompagnement des licenciés économiques";"Citoyen";"";"";"19869";"Taux de reclassement à l'issue du contrat de sécurisation professionnelle (CSP)";"";"";"SSI Documenté";"%";"22,9";"30,2";"30";"32";"30";"2017";"45";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P103";"Accompagnement des mutations économiques et développement de l'emploi";"933";"P103.4";"Faciliter l'insertion dans l'emploi par le développement de l'alternance";"933";"P103.4.1";"Taux d'insertion dans l'emploi à l'issue du contrat d'apprentissage";"Citoyen";"";"";"7834";"Taux d'insertion dans l'emploi à l'issue du contrat d'apprentissage";"";"";"SSI Documenté";"%";"64,6";"68,3";"65";"SO";"71,4 (donnée à fév 2017)";"2017";"65";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P103";"Accompagnement des mutations économiques et développement de l'emploi";"933";"P103.4";"Faciliter l'insertion dans l'emploi par le développement de l'alternance";"933";"P103.4.1";"Taux d'insertion dans l'emploi à l'issue du contrat d'apprentissage";"Citoyen";"";"";"23222";"Part des apprentis préparant un diplôme de niveau IV et V";"";"";"SSI Documenté";"%";"64,5";"63";"70";"nd";"nd";"2017";"70";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P103";"Accompagnement des mutations économiques et développement de l'emploi";"933";"P103.4";"Faciliter l'insertion dans l'emploi par le développement de l'alternance";"4799";"P103.4.2";"Taux d'insertion dans l'emploi à l'issue du contrat de professionnalisation (par tranche d'âge de : -26 ans, 26-45 ans, +45 ans)";"Citoyen";"";"";"7203";"Moins de 26 ans";"";"";"SSI Documenté";"%";"52,3";"54,1";"72";"65";"nd";"2017";"72";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P103";"Accompagnement des mutations économiques et développement de l'emploi";"933";"P103.4";"Faciliter l'insertion dans l'emploi par le développement de l'alternance";"4799";"P103.4.2";"Taux d'insertion dans l'emploi à l'issue du contrat de professionnalisation (par tranche d'âge de : -26 ans, 26-45 ans, +45 ans)";"Citoyen";"";"";"7204";"De 26 à 45 ans";"";"";"SSI Documenté";"%";"64";"66,7";"72";"72";"nd";"2017";"72";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P103";"Accompagnement des mutations économiques et développement de l'emploi";"933";"P103.4";"Faciliter l'insertion dans l'emploi par le développement de l'alternance";"4799";"P103.4.2";"Taux d'insertion dans l'emploi à l'issue du contrat de professionnalisation (par tranche d'âge de : -26 ans, 26-45 ans, +45 ans)";"Citoyen";"";"";"7205";"Plus de 45 ans";"";"";"SSI Documenté";"%";"59,4";"60,5";"72";"72";"nd";"2017";"72";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P111";"Amélioration de la qualité de l'emploi et des relations du travail";"972";"P111.1";"Orienter l'activité de contrôle des services d'inspection du travail sur des priorités de la politique du travail";"970";"P111.1.1";"Part des contrôles des services de l'inspection du travail portant sur les priorités de la politique du travail";"Contribuable";"";"";"7075";"Part des contrôles des services de l'inspection du travail portant sur les priorités de la politique du travail";"";"";"SSI Documenté";"%";"23";"24,1";"35";"35";"29,8";"2017";"35";"Amélioration";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P111";"Amélioration de la qualité de l'emploi et des relations du travail";"953";"P111.2";"Contribuer à la prévention et à la réduction des risques professionnels";"14018";"P111.2.1";"Part du temps opérationnel de l'ANACT consacré aux trois thématiques prioritaires du contrat d'objectifs et de performance";"Contribuable";"";"";"23079";"Part des interventions du réseau ANACT consacrées aux trois thématiques prioritaires";"";"";"SSI Documenté";"%";"75";"73";"85";"SO";"74";"2017";"85";"Amélioration";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P111";"Amélioration de la qualité de l'emploi et des relations du travail";"953";"P111.2";"Contribuer à la prévention et à la réduction des risques professionnels";"14019";"P111.2.2";"Part des contrôles de chantier ""amiante"" sur les contrôles de chantier";"Contribuable";"";"";"23080";"Part des contrôles de chantier ""amiante"" sur les contrôles de chantier";"";"";"SSI Documenté";"%";"5";"7,9";"5,5";"7";"11,2";"2017";"6";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P111";"Amélioration de la qualité de l'emploi et des relations du travail";"959";"P111.3";"Garantir l'effectivité du droit du travail";"962";"P111.3.1";"Part des entreprises s'étant mises en conformité suite à un premier constat d'infraction établi par l'inspection du travail à l'occasion de contrôles portant sur les priorités nationales";"Usager";"";"";"20003";"Pourcentage des entreprises s'étant mises en conformité suite à un premier constat d'infraction établi par l'inspection du travail à l'occasion de contrôles portant sur les priorités nationales";"";"";"SSI Documenté";"%";"52";"51";"50";"50";"50";"2017";"50";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P111";"Amélioration de la qualité de l'emploi et des relations du travail";"963";"P111.4";"Dynamiser la négociation collective et améliorer les conditions du dialogue social";"963";"P111.4.1";"Part des entreprises et des salariés concernés par une négociation collective";"Citoyen";"";"";"17625";"Part des entreprises employant au moins 11 salariés ayant négocié au moins une fois dans l'année";"";"";"SSI Documenté";"%";"16,5";"15,9";">=22";"17";"ND";"2017";">=22";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P111";"Amélioration de la qualité de l'emploi et des relations du travail";"963";"P111.4";"Dynamiser la négociation collective et améliorer les conditions du dialogue social";"963";"P111.4.1";"Part des entreprises et des salariés concernés par une négociation collective";"Citoyen";"";"";"17626";"Part des entreprises employant au moins 50 salariés ayant négocié au moins une fois dans l'année";"";"";"SSI Documenté";"%";"53,5";"51,3";">=64";"55";"ND";"2017";">=64";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P111";"Amélioration de la qualité de l'emploi et des relations du travail";"963";"P111.4";"Dynamiser la négociation collective et améliorer les conditions du dialogue social";"963";"P111.4.1";"Part des entreprises et des salariés concernés par une négociation collective";"Citoyen";"";"";"17627";"Part des salariés dans les entreprises employant au moins 11 salariés concernés par la négociation d'un accord dans l'année";"";"";"SSI Documenté";"%";"62,9";"63";">=70";"63";"ND";"2017";">=70";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P111";"Amélioration de la qualité de l'emploi et des relations du travail";"963";"P111.4";"Dynamiser la négociation collective et améliorer les conditions du dialogue social";"963";"P111.4.1";"Part des entreprises et des salariés concernés par une négociation collective";"Citoyen";"";"";"17628";"Part des salariés dans les entreprises employant au moins 50 salariés concernés par la négociation d'un accord dans l'année";"";"";"SSI Documenté";"%";"81,2";"80,8";">=90";"82";"ND";"2017";">=90";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P111";"Amélioration de la qualité de l'emploi et des relations du travail";"963";"P111.4";"Dynamiser la négociation collective et améliorer les conditions du dialogue social";"964";"P111.4.2";"Délai d'extension par l'administration du travail des accords de branche";"Usager";"";"";"20794";"Part des accords de branche étendus en moins de six mois par l'administration du travail";"";"";"SSI Documenté";"%";"71";"84";"78";"80";"82,5";"2017";"80";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P111";"Amélioration de la qualité de l'emploi et des relations du travail";"968";"P111.5";"Lutter efficacement contre le travail illégal";"11055";"P111.5.1";"Taux de participation de l'inspection du travail à des opérations de contrôles conjoints ayant donné lieu à procès verbal";"Contribuable";"";"";"6996";"Taux de participation de l'inspection du travail à des opérations de contrôles conjoints ayant donné lieu à procès verbal";"";"";"SSI Documenté";"%";"24";"25,5";"26";"26";"22";"2017";"26";"Absence d'amélioration";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P111";"Amélioration de la qualité de l'emploi et des relations du travail";"968";"P111.5";"Lutter efficacement contre le travail illégal";"10307";"P111.5.2";"Nombre de procès-verbaux et de sanctions administratives de l'inspection du travail dans lesquels le recours à la prestation de service internationale a été constaté";"Contribuable";"";"";"24576";"Nombre de procès-verbaux en matière de prestations de service internationales";"(nouveau)";"";"SSI Documenté";"nombre";"117";"163";"166";"166";"NC";"2017";"166";"Données non renseignées";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Budget général";"Travail et emploi";"P111";"Amélioration de la qualité de l'emploi et des relations du travail";"968";"P111.5";"Lutter efficacement contre le travail illégal";"10307";"P111.5.2";"Nombre de procès-verbaux et de sanctions administratives de l'inspection du travail dans lesquels le recours à la prestation de service internationale a été constaté";"Contribuable";"";"";"24577";"Nombre de sanctions administratives en matière de prestations de service internationales";"(nouveau)";"";"SSI Documenté";"nombre";"139";"850";"450";"800";"1034";"2017";"450";"Cible atteinte";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
