"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Identifiant.Objectif";"Numéro.Objectif";"Objectif";"Identifiant.Indicateur";"Numéro.indicateur";"Indicateur";"type.indicateur";"Stratégique.au.niveau.mission.";"Indicateur.transversal.si.X";"Identifiant.sous.indicateur";"Sous.indicateur";"SSI.Nouveau..";"SSI.modifié.";"PAP.seulement...Sous.indicateur.Documenté..";"Unité";"Réalisation.2012";"Réalisation.2013";"Prévision.2014.PAP.2014";"Prévision.2014.PAP.2015";"Réalisation.2014";"Année.cible";"Valeur.cible";"Code.Ministère";"Ministère"
"Comptes d'affectation spéciale";"Aides à l'acquisition de véhicules propres";"P792";"Contribution au financement de l'attribution d'aides au retrait de véhicules polluants";"10662";"P792.1";"Retirer du marché les véhicules les plus polluants";"11520";"P792.1.1";"Nombre de véhicules bénéficiaires du super-bonus";"Citoyen";"";"";"15472";"Nombre de voitures ayant bénéficié du super-bonus";"";"";"SSI Documenté";"nombre";"11674";"5893";"8000";"8000";"2642";"2015";"8000";"MIN23";"Écologie, développement durable et énergie"
"Comptes d'affectation spéciale";"Contrôle de la circulation et du stationnement routiers";"P751";"Radars";"3464";"P751.1";"Assurer l'efficacité du système de contrôle automatisé, en termes de respect des règles du code de la route et en termes de gestion";"4147";"P751.1.1";"Évolution des vitesses moyennes";"Citoyen";"";"";"8051";"Évolution des vitesses moyennes";"";"";"SSI Documenté";"km/h";"79,2";"78,7";"77,5";"78,5";"79.8";"2015";"77";"MIN09";"Intérieur"
"Comptes d'affectation spéciale";"Contrôle de la circulation et du stationnement routiers";"P751";"Radars";"3464";"P751.1";"Assurer l'efficacité du système de contrôle automatisé, en termes de respect des règles du code de la route et en termes de gestion";"4537";"P751.1.2";"Évolution des excès de vitesse de plus de 30 km/h et de plus de 40 km/h";"Citoyen";"";"";"7373";"Excès de vitesse de plus de 30 km/h";"";"";"SSI Documenté";"%";"0,37";"0,15";"0,25";"S.O";"0.17";"2015";"0,25";"MIN09";"Intérieur"
"Comptes d'affectation spéciale";"Contrôle de la circulation et du stationnement routiers";"P751";"Radars";"3464";"P751.1";"Assurer l'efficacité du système de contrôle automatisé, en termes de respect des règles du code de la route et en termes de gestion";"4537";"P751.1.2";"Évolution des excès de vitesse de plus de 30 km/h et de plus de 40 km/h";"Citoyen";"";"";"7374";"Excès de vitesse de plus de 40 km/h";"";"";"SSI Documenté";"%";"0,1";"0,04";"0,095";"S.O";"0.04";"2015";"0,09";"MIN09";"Intérieur"
"Comptes d'affectation spéciale";"Contrôle de la circulation et du stationnement routiers";"P751";"Radars";"3464";"P751.1";"Assurer l'efficacité du système de contrôle automatisé, en termes de respect des règles du code de la route et en termes de gestion";"4148";"P751.1.3";"Taux d'avis de contravention par rapport au nombre d'infractions relevées par les dispositifs de contrôle des vitesses";"Citoyen";"";"";"10428";"Pourcentage relatif seulement aux immatriculations françaises";"";"";"SSI Documenté";"%";"72,5";"76,5";"70";"72";"75,6";"2015";"72";"MIN09";"Intérieur"
"Comptes d'affectation spéciale";"Contrôle de la circulation et du stationnement routiers";"P751";"Radars";"3464";"P751.1";"Assurer l'efficacité du système de contrôle automatisé, en termes de respect des règles du code de la route et en termes de gestion";"4148";"P751.1.3";"Taux d'avis de contravention par rapport au nombre d'infractions relevées par les dispositifs de contrôle des vitesses";"Citoyen";"";"";"21836";"Pourcentage relatif aux immatriculations étrangères";"(nouveau)";"";"SSI Documenté";"%";"70,8";"77,5*";"70,5";"70,5";"76,5**";"2015";"71";"MIN09";"Intérieur"
"Comptes d'affectation spéciale";"Contrôle de la circulation et du stationnement routiers";"P751";"Radars";"3464";"P751.1";"Assurer l'efficacité du système de contrôle automatisé, en termes de respect des règles du code de la route et en termes de gestion";"10193";"P751.1.4";"Disponibilité des radars";"Citoyen";"";"";"10403";"Disponibilité des radars";"";"";"SSI Documenté";"%";"94,5";"86,5";"93";"91";"92,6";"2015";"93";"MIN09";"Intérieur"
"Comptes d'affectation spéciale";"Contrôle de la circulation et du stationnement routiers";"P752";"Fichier national du permis de conduire";"3618";"P752.1";"Assurer la gestion des droits à conduire et l'information des titulaires de permis de conduire quant à leur solde de points";"12501";"P752.1.1";"Evolution du nombre total de lettres de restitution et de retrait de points";"Citoyen";"";"";"19631";"Evolution du nombre total de lettres de restitutions de points par rapport à l'année antérieure (lettre 46)";"";"";"SSI Documenté";"nombre";"2399947";"7884281";"7700000";"8000000";"7313905";"2015";"7700000";"MIN09";"Intérieur"
"Comptes d'affectation spéciale";"Contrôle de la circulation et du stationnement routiers";"P752";"Fichier national du permis de conduire";"3618";"P752.1";"Assurer la gestion des droits à conduire et l'information des titulaires de permis de conduire quant à leur solde de points";"12501";"P752.1.1";"Evolution du nombre total de lettres de restitution et de retrait de points";"Citoyen";"";"";"20721";"Evolution du nombre total de lettres de retrait de points par rapport à l'année antérieure (lettre 48).";"";"";"SSI Documenté";"nombre";"7673488";"8086526";"9300000";"8200000";"7974407";"2015";"9300000";"MIN09";"Intérieur"
"Comptes d'affectation spéciale";"Contrôle de la circulation et du stationnement routiers";"P753";"Contrôle et modernisation de la politique de la circulation et du stationnement routiers";"11287";"P753.1";"Assurer le déploiement de la généralisation du procès-verbal électronique au sein des services de l'Etat";"12481";"P753.1.1";"Part des procès-verbaux électroniques dans les contraventions de police de la circulation dressés par les services de l'Etat";"Contribuable";"";"";"19612";"Part des procès-verbaux électroniques de l'année N par rapport au total des procès-verbaux dressés en N-1 (en volume)";"";"";"SSI Documenté";"%";"36";"62";"85";"85";"77";"2015";"90";"MIN09";"Intérieur"
"Comptes d'affectation spéciale";"Contrôle de la circulation et du stationnement routiers";"P754";"Contribution à l'équipement des collectivités territoriales pour l'amélioration des transports en commun, de la sécurité et de la circulation routières";NA;"";"";NA;"";"";"";"";"";NA;"";"";"";"";"";"";"";"";"";"";"";"";"MIN09";"Intérieur"
"Comptes d'affectation spéciale";"Contrôle de la circulation et du stationnement routiers";"P755";"Désendettement de l'État";NA;"";"";NA;"";"";"";"";"";NA;"";"";"";"";"";"";"";"";"";"";"";"";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Développement agricole et rural";"P775";"Développement et transfert en agriculture";"3462";"P775.1";"Orienter les structures chargées du conseil aux agriculteurs vers le développement durable";"13526";"P775.1.1";"Part d'ETP consacrée aux actions prioritaires du PNDAR contribuant directement à l'agro-écologie, par les organismes bénéficiaires du programme 775";"Citoyen";"";"";"22074";"Part d'ETP consacrée aux actions prioritaires du PNDAR contribuant directement à l'agro-écologie, par les organismes bénéficiaires du programme 775";"(nouveau)";"";"SSI Documenté";"%";"NC";"NC";"NC";"66.4";"NC";"2015";">50";"MIN03";"Agriculture, agroalimentaire et forêt"
"Comptes d'affectation spéciale";"Développement agricole et rural";"P776";"Recherche appliquée et innovation en agriculture";"3463";"P776.1";"Renforcer l'évolution qualitative des appels à projets et des programmes pluriannuels";"4084";"P776.1.1";"Part des financements correspondant aux priorités retenues pour l'évolution qualitative";"Citoyen";"";"";"17680";"Programmes pluriannuels : part des financements portant principalement sur des problématiques de développement durable pour la compétitivité de l'agriculture";"";"";"SSI Documenté";"%";"76,1";"78,2";"75,5";"80";"89,9";"2015";"75,5";"MIN03";"Agriculture, agroalimentaire et forêt"
"Comptes d'affectation spéciale";"Développement agricole et rural";"P776";"Recherche appliquée et innovation en agriculture";"3463";"P776.1";"Renforcer l'évolution qualitative des appels à projets et des programmes pluriannuels";"4084";"P776.1.1";"Part des financements correspondant aux priorités retenues pour l'évolution qualitative";"Citoyen";"";"";"7926";"Appel à projets : part des financements impliquant une unité mixte technologique (UMT) ou un réseau mixte thématique (RMT)";"";"";"SSI Documenté";"%";"39,4";"52,9";"42";"53";"52,8";"2015";"45";"MIN03";"Agriculture, agroalimentaire et forêt"
"Comptes d'affectation spéciale";"Financement des aides aux collectivités pour l'électrification rurale";"P793";"Électrification rurale";"11569";"P793.1";"Sécurisation des réseaux basse tension en fils nus";"13200";"P793.1.1";"Coût moyen du remplacement des lignes en fils nus au sein des réseaux basse tension";"Contribuable";"";"";"20980";"1. Coût moyen du km de ligne en fils nus hors faible section remplacé par du fil torsadé";"";"";"SSI Documenté";"€";"s.o.";"46000";"46000";"SO";"39166";"2015";"46000";"MIN23";"Écologie, développement durable et énergie"
"Comptes d'affectation spéciale";"Financement des aides aux collectivités pour l'électrification rurale";"P793";"Électrification rurale";"11569";"P793.1";"Sécurisation des réseaux basse tension en fils nus";"13200";"P793.1.1";"Coût moyen du remplacement des lignes en fils nus au sein des réseaux basse tension";"Contribuable";"";"";"20981";"2. Coût moyen du km de ligne en fils nus hors faible section remplacé par du fil enfoui";"";"";"SSI Documenté";"€";"s.o.";"74000";"74000";"SO";"91062";"2015";"74000";"MIN23";"Écologie, développement durable et énergie"
"Comptes d'affectation spéciale";"Financement des aides aux collectivités pour l'électrification rurale";"P793";"Électrification rurale";"11569";"P793.1";"Sécurisation des réseaux basse tension en fils nus";"13200";"P793.1.1";"Coût moyen du remplacement des lignes en fils nus au sein des réseaux basse tension";"Contribuable";"";"";"20982";"3. Coût moyen du km de ligne en fils nus hors faible section traité";"";"";"SSI Documenté";"€";"s.o.";"64000";"64000";"SO";"49651";"2015";"58000";"MIN23";"Écologie, développement durable et énergie"
"Comptes d'affectation spéciale";"Financement des aides aux collectivités pour l'électrification rurale";"P793";"Électrification rurale";"11569";"P793.1";"Sécurisation des réseaux basse tension en fils nus";"13200";"P793.1.1";"Coût moyen du remplacement des lignes en fils nus au sein des réseaux basse tension";"Contribuable";"";"";"20983";"4. Coût moyen du km de ligne en fils nus de faible section remplacé par du fil torsadé";"";"";"SSI Documenté";"€";"s.o.";"46000";"46000";"SO";"39166";"2015";"46000";"MIN23";"Écologie, développement durable et énergie"
"Comptes d'affectation spéciale";"Financement des aides aux collectivités pour l'électrification rurale";"P793";"Électrification rurale";"11569";"P793.1";"Sécurisation des réseaux basse tension en fils nus";"13200";"P793.1.1";"Coût moyen du remplacement des lignes en fils nus au sein des réseaux basse tension";"Contribuable";"";"";"20984";"5. Coût moyen du km de ligne en fils nus de faible section remplacé par du fil enfoui";"";"";"SSI Documenté";"€";"s.o.";"74000";"74000";"SO";"91062";"2015";"74000";"MIN23";"Écologie, développement durable et énergie"
"Comptes d'affectation spéciale";"Financement des aides aux collectivités pour l'électrification rurale";"P793";"Électrification rurale";"11569";"P793.1";"Sécurisation des réseaux basse tension en fils nus";"13200";"P793.1.1";"Coût moyen du remplacement des lignes en fils nus au sein des réseaux basse tension";"Contribuable";"";"";"20985";"6. Coût moyen du km de ligne en fils nus de faible section traité";"";"";"SSI Documenté";"€";"s.o.";"64000";"64000";"SO";"49651";"2015";"58000";"MIN23";"Écologie, développement durable et énergie"
"Comptes d'affectation spéciale";"Financement des aides aux collectivités pour l'électrification rurale";"P793";"Électrification rurale";"11569";"P793.1";"Sécurisation des réseaux basse tension en fils nus";"13201";"P793.1.2";"Taux de résorption des lignes en fils nus de faible section au sein des réseaux basse tension";"Contribuable";"";"";"20986";"1. Taux de résorption des lignes en fils nus de faible section au sein des réseaux basse tension";"";"";"SSI Documenté";"%";"s.o.";"13,63";"7";"SO";"nd";"2015";"9";"MIN23";"Écologie, développement durable et énergie"
"Comptes d'affectation spéciale";"Financement des aides aux collectivités pour l'électrification rurale";"P793";"Électrification rurale";"11741";"P793.2";"Favoriser le regroupement au niveau départemental des maîtres d'ouvrage bénéficiaires des aides à l'électrification rurale";"13487";"P793.2.1";"Nombre de départements en zone d'électrification rurale ne disposant pas d'un maître d'ouvrage unique";"Usager";"";"";"22001";"Nombre de départements en zone d'électrification rurale ne disposant pas d'un maître d'ouvrage unique";"(nouveau)";"";"SSI Documenté";"nombre";"s.o.";"6";"8";"SO";"5";"2015";"5";"MIN23";"Écologie, développement durable et énergie"
"Comptes d'affectation spéciale";"Financement des aides aux collectivités pour l'électrification rurale";"P794";"Opérations de maîtrise de la demande d'électricité, de production d'électricité par des énergies renouvelables ou de production de proximité dans les zones non interconnectées, déclarations d'utilité publique et intempéries";"11572";"P794.1";"Contribuer à l'alimentation des sites isolés en Outre-Mer dans les zones non desservies par les réseaux d'électricité";"13202";"P794.1.1";"Coût moyen de l'alimentation électrique des villages d'Outre-Mer situés en zones non desservies par les réseaux";"Contribuable";"";"";"21126";"Coût moyen de l'alimentation électrique des villages d'Outre-Mer non desservis par les réseaux électriques";"";"";"SSI Documenté";"€";"1084000";"0";"750000";"SO";"0";"2015";"714285";"MIN23";"Écologie, développement durable et énergie"
"Comptes d'affectation spéciale";"Financement des aides aux collectivités pour l'électrification rurale";"P794";"Opérations de maîtrise de la demande d'électricité, de production d'électricité par des énergies renouvelables ou de production de proximité dans les zones non interconnectées, déclarations d'utilité publique et intempéries";"11572";"P794.1";"Contribuer à l'alimentation des sites isolés en Outre-Mer dans les zones non desservies par les réseaux d'électricité";"13488";"P794.1.2";"Nombre d'unités de population bénéficiaires des aides à l'électrification rurale en faveur de l'alimentation électrique des villages d'Outre-Mer situés en zone non desservies par les réseaux";"Usager";"";"";"22002";"Nombre de villages d'Outre-Mer alimentés électriquement grâce aux aides à l'électrification rurale";"(nouveau)";"";"SSI Documenté";"nombre";"1";"nd";"4";"SO";"0";"2015";"7";"MIN23";"Écologie, développement durable et énergie"
"Comptes d'affectation spéciale";"Financement des aides aux collectivités pour l'électrification rurale";"P794";"Opérations de maîtrise de la demande d'électricité, de production d'électricité par des énergies renouvelables ou de production de proximité dans les zones non interconnectées, déclarations d'utilité publique et intempéries";"11572";"P794.1";"Contribuer à l'alimentation des sites isolés en Outre-Mer dans les zones non desservies par les réseaux d'électricité";"13488";"P794.1.2";"Nombre d'unités de population bénéficiaires des aides à l'électrification rurale en faveur de l'alimentation électrique des villages d'Outre-Mer situés en zone non desservies par les réseaux";"Usager";"";"";"22003";"Nombre de familles d'Outre-Mer alimentées électriquement grâce aux aides à l'électrification rurale";"(nouveau)";"";"SSI Documenté";"nombre";"24";"nd";"71";"SO";"0";"2015";"125";"MIN23";"Écologie, développement durable et énergie"
"Comptes d'affectation spéciale";"Financement national du développement et de la modernisation de l'apprentissage";"P787";"Péréquation entre régions et compensation au titre du transfert du versement de l'indemnité compensatrice forfaitaire";NA;"";"";NA;"";"";"";"";"";NA;"";"";"";"";"";"";"";"";"";"";"";"";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Comptes d'affectation spéciale";"Financement national du développement et de la modernisation de l'apprentissage";"P788";"Contractualisation pour le développement et la modernisation de l'apprentissage";"11549";"P788.1";"Accroître les effectifs d'apprentis";"12896";"P788.1.1";"Effectif d'apprentis au 31 décembre de l'année considérée";"Citoyen";"";"";"20282";"Effectif d'apprentis au 31 décembre de l'année considérée";"";"";"SSI Documenté";"Nb";"441000";"420321";"460000";"440000";"nd";"2015";"470000";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Comptes d'affectation spéciale";"Financement national du développement et de la modernisation de l'apprentissage";"P788";"Contractualisation pour le développement et la modernisation de l'apprentissage";"11549";"P788.1";"Accroître les effectifs d'apprentis";"12897";"P788.1.2";"Cofinancement effectif du conseil régional dans le cadre des COM apprentissage";"Contribuable";"";"";"20382";"Cofinancement effectif des conseils régionaux dans le cadre des COM apprentissage";"";"";"SSI Documenté";"%";"50";"50";"50";"nd";"50";"2015";"50";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Comptes d'affectation spéciale";"Financement national du développement et de la modernisation de l'apprentissage";"P789";"Incitations financières en direction des entreprises respectant les quotas en alternance";"11550";"P789.1";"Accélérer la création d'emplois en alternance (contrats de professionnalisation et contrats d'apprentissage) dans les entreprises de 250 salariés et plus";"12898";"P789.1.1";"Taux moyen d'alternants dans les entreprises de 250 salariés et plus";"Citoyen";"";"";"20302";"Taux moyen d'alternants dans les entreprises de 250 salariés et plus";"";"";"SSI Documenté";"%";"2";"2";"4";"SO";"2";"2015";"5";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Comptes d'affectation spéciale";"Financement national du développement et de la modernisation de l'apprentissage";"P789";"Incitations financières en direction des entreprises respectant les quotas en alternance";"11551";"P789.2";"Diminuer le nombre d'entreprises assujetties à la CSA et favoriser les créations d'emplois en alternance dans l'ensemble des entreprises";"12899";"P789.2.1";"Part des entreprises de plus de 250 salariés employant plus de 4 % d'alternants";"Citoyen";"";"";"20303";"Part des entreprises de plus de 250 salariés employant plus de 4 % d'alternants";"";"";"SSI Documenté";"%";"12";"8";"20";"SO";"9";"2015";"45";"MIN36";"Travail, emploi, formation professionnelle et dialogue social"
"Comptes d'affectation spéciale";"Gestion du patrimoine immobilier de l'État";"P721";"Contribution au désendettement de l'État";"11448";"P721.1";"Améliorer la qualité des évaluations domaniales";"13444";"P721.1.1";"Moyenne pondérée des écarts relatifs entre prix de cession et estimation domaniale";"Contribuable";"";"";"21940";"Moyenne pondérée des écarts relatifs entre prix de cession et estimation domaniale";"(nouveau)";"";"SSI Documenté";"valeur";"0,01";"0,01";"0,02";"SO";"0,03";"2015";"0,015";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Gestion du patrimoine immobilier de l'État";"P721";"Contribution au désendettement de l'État";"11448";"P721.1";"Améliorer la qualité des évaluations domaniales";"13445";"P721.1.2";"Ecart type des écarts relatifs entre prix de cession et estimation domaniale";"Contribuable";"";"";"21943";"Écart type des écarts relatifs entre prix de cession et estimation domaniale";"(nouveau)";"";"SSI Documenté";"valeur";"0,04";"0,7";"0,45";"SO";"0,54";"2015";"0,4";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Gestion du patrimoine immobilier de l'État";"P723";"Contribution aux dépenses immobilières";"3568";"P723.1";"Optimiser le parc immobilier de l'Etat";"12732";"P723.1.1";"Durée moyenne de vente d'un bien immobilier";"Contribuable";"";"";"19894";"Durée moyenne de vente d'un bien immobilier";"";"";"SSI Documenté";"mois";"14,1";"16,6";"13,8";"SO";"16,47";"2015";"13,5";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Gestion du patrimoine immobilier de l'État";"P723";"Contribution aux dépenses immobilières";"3568";"P723.1";"Optimiser le parc immobilier de l'Etat";"12733";"P723.1.2";"Rendement d'occupation des surfaces : nombre de m2 de SUN par poste de travail";"Contribuable";"";"X";"19895";"Rendement d'occupation des surfaces : nombre de m2 de SUN par poste de travail";"";"";"SSI Documenté";"m2 SUN/ poste";"15,98";"14,36";"15,37";"14,32";"14,33";"2015";"15";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Gestion et valorisation des ressources tirées de l'utilisation du spectre hertzien, des systèmes et des infrastructures de télécommunications de l'État";"P761";"Désendettement de l'État";NA;"";"";NA;"";"";"";"";"";NA;"";"";"";"";"";"";"";"";"";"";"";"";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Gestion et valorisation des ressources tirées de l'utilisation du spectre hertzien, des systèmes et des infrastructures de télécommunications de l'État";"P762";"Optimisation de l'usage du spectre hertzien et interception et traitement des émissions électromagnétiques (ministère de la défense)";NA;"";"";NA;"";"";"";"";"";NA;"";"";"";"";"";"";"";"";"";"";"";"";"MIN70";"Défense"
"Comptes d'affectation spéciale";"Gestion et valorisation des ressources tirées de l'utilisation du spectre hertzien, des systèmes et des infrastructures de télécommunications de l'État";"P763";"Optimisation de l'usage du spectre hertzien et des infrastructures du réseau physique de télécommunications du ministère de l'intérieur";NA;"";"";NA;"";"";"";"";"";NA;"";"";"";"";"";"";"";"";"";"";"";"";"MIN09";"Intérieur"
"Comptes d'affectation spéciale";"Participation de la France au désendettement de la Grèce";"P795";"Versement de la France à la Grèce au titre de la restitution à cet État des revenus perçus sur les titres grecs";NA;"";"";NA;"";"";"";"";"";NA;"";"";"";"";"";"";"";"";"";"";"";"";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Participation de la France au désendettement de la Grèce";"P796";"Rétrocessions de trop-perçus à la Banque de France";NA;"";"";NA;"";"";"";"";"";NA;"";"";"";"";"";"";"";"";"";"";"";"";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Participations financières de l'État";"P731";"Opérations en capital intéressant les participations financières de l'État";"3504";"P731.1";"Veiller à l'augmentation de la valeur des participations financières de l'État";"4288";"P731.1.1";"Rentabilité financière des capitaux propres";"Contribuable";"";"";"6109";"Résultat net / capitaux propres (Exercice comptable ; cf. indicateur 1.5)";"";"";"SSI Documenté";"%";"5,9";"5,7";"ND";"SO";"Entre 2 et 3*";"2015";"ND";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Participations financières de l'État";"P731";"Opérations en capital intéressant les participations financières de l'État";"3504";"P731.1";"Veiller à l'augmentation de la valeur des participations financières de l'État";"4289";"P731.1.2";"Marge opérationnelle";"Contribuable";"";"";"6110";"Résultat opérationnel / chiffre d'affaires (Exercice comptable ; cf. indicateur 1.5)";"";"";"SSI Documenté";"%";"9,4";"11,7";"ND";"SO";"entre 6 et 7*";"2015";"ND";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Participations financières de l'État";"P731";"Opérations en capital intéressant les participations financières de l'État";"3504";"P731.1";"Veiller à l'augmentation de la valeur des participations financières de l'État";"4287";"P731.1.3";"Rentabilité opérationnelle des capitaux employés";"Contribuable";"";"";"6108";"Résultat opérationnel / capitaux employés (Exercice comptable ; cf. indicateur 1.5)";"";"";"SSI Documenté";"%";"8,4";"10,9";"ND";"ND";"ND*";"2015";"ND";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Participations financières de l'État";"P731";"Opérations en capital intéressant les participations financières de l'État";"3504";"P731.1";"Veiller à l'augmentation de la valeur des participations financières de l'État";"4290";"P731.1.4";"Soutenabilité de l'endettement";"Contribuable";"";"";"7484";"Dette nette / EBITDA  (Exercice comptable ; cf. indicateur 1.5)";"";"";"SSI Documenté";"%";"4,3";"3,4";"ND";"ND";"ND*";"2015";"ND";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Participations financières de l'État";"P731";"Opérations en capital intéressant les participations financières de l'État";"3504";"P731.1";"Veiller à l'augmentation de la valeur des participations financières de l'État";"10851";"P731.1.5";"Distribution de dividendes";"Contribuable";"";"";"12232";"Exercice comptable (1)";"";"";"SSI Documenté";"";"2012";"2013";"2014";"2014";"2014";"2015";"2015";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Participations financières de l'État";"P731";"Opérations en capital intéressant les participations financières de l'État";"3504";"P731.1";"Veiller à l'augmentation de la valeur des participations financières de l'État";"10851";"P731.1.5";"Distribution de dividendes";"Contribuable";"";"";"12233";"Dividende / résultat net";"";"";"SSI Documenté";"%";"74,2";"66,2";"ND";"SO";"ND";"2015";"ND";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Participations financières de l'État";"P731";"Opérations en capital intéressant les participations financières de l'État";"3504";"P731.1";"Veiller à l'augmentation de la valeur des participations financières de l'État";"10851";"P731.1.5";"Distribution de dividendes";"Contribuable";"";"";"13178";"Exercice budgétaire (2)";"";"";"SSI Documenté";"";"2013";"2014";"2015";"2015";"2015";"2015";"2016";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Participations financières de l'État";"P731";"Opérations en capital intéressant les participations financières de l'État";"3504";"P731.1";"Veiller à l'augmentation de la valeur des participations financières de l'État";"10851";"P731.1.5";"Distribution de dividendes";"Contribuable";"";"";"13179";"Dividende";"";"";"SSI Documenté";"Md€";"4,2";"4,2";"ND";"SO";"4,1";"2015";"ND";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Participations financières de l'État";"P731";"Opérations en capital intéressant les participations financières de l'État";"3544";"P731.2";"Assurer le succès des opérations de cessions des participations financières";"4293";"P731.2.1";"Écarts entre les recettes de cessions et les valeurs intrinsèque et boursière des participations cédées";"Contribuable";"";"";"6098";"Écart entre les recettes de cessions et leur valeur fixée par la CPT";"";"";"SSI Documenté";"M€";"0";"115";"> 0";"SO";"88,5";"2015";"> 0";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Participations financières de l'État";"P731";"Opérations en capital intéressant les participations financières de l'État";"3544";"P731.2";"Assurer le succès des opérations de cessions des participations financières";"4293";"P731.2.1";"Écarts entre les recettes de cessions et les valeurs intrinsèque et boursière des participations cédées";"Contribuable";"";"";"6099";"Ratio  Écart / Recettes de cessions";"";"";"SSI Documenté";"%";"0";"6,93";"> 0";"SO";"5,85";"2015";"> 0";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Participations financières de l'État";"P731";"Opérations en capital intéressant les participations financières de l'État";"3544";"P731.2";"Assurer le succès des opérations de cessions des participations financières";"4293";"P731.2.1";"Écarts entre les recettes de cessions et les valeurs intrinsèque et boursière des participations cédées";"Contribuable";"";"";"6100";"Écart entre les recettes de cessions et la valeur boursière moyenne sur les 30 jours de bourse précédents chaque opération";"";"";"SSI Documenté";"M€";"0";"17";"0";"SO";"1,4";"2015";"0";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Participations financières de l'État";"P731";"Opérations en capital intéressant les participations financières de l'État";"3544";"P731.2";"Assurer le succès des opérations de cessions des participations financières";"4293";"P731.2.1";"Écarts entre les recettes de cessions et les valeurs intrinsèque et boursière des participations cédées";"Contribuable";"";"";"6101";"Ratio  Écart / Recettes de cessions";"";"";"SSI Documenté";"%";"0";"1,01";"0";"SO";"0,07";"2015";"0";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Participations financières de l'État";"P731";"Opérations en capital intéressant les participations financières de l'État";"3544";"P731.2";"Assurer le succès des opérations de cessions des participations financières";"4293";"P731.2.1";"Écarts entre les recettes de cessions et les valeurs intrinsèque et boursière des participations cédées";"Contribuable";"";"";"7487";"Écart entre les recettes de cessions et la valeur boursière moyenne sur les 30 jours de bourse suivants chaque opération";"";"";"SSI Documenté";"M€";"0";"-51";"0";"SO";"47,2";"2015";"0";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Participations financières de l'État";"P731";"Opérations en capital intéressant les participations financières de l'État";"3544";"P731.2";"Assurer le succès des opérations de cessions des participations financières";"4293";"P731.2.1";"Écarts entre les recettes de cessions et les valeurs intrinsèque et boursière des participations cédées";"Contribuable";"";"";"7488";"Ratio  Écart / Recettes de cessions";"";"";"SSI Documenté";"%";"0";"-3,09";"0";"SO";"2,4";"2015";"0";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Participations financières de l'État";"P731";"Opérations en capital intéressant les participations financières de l'État";"3544";"P731.2";"Assurer le succès des opérations de cessions des participations financières";"4293";"P731.2.1";"Écarts entre les recettes de cessions et les valeurs intrinsèque et boursière des participations cédées";"Contribuable";"";"";"7489";"Écart entre les recettes de cessions et la valeur boursière moyenne sur les 30 jours de bourse précédents et suivants chaque opération";"";"";"SSI Documenté";"M€";"0";"-17";"0";"SO";"24,26";"2015";"0";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Participations financières de l'État";"P731";"Opérations en capital intéressant les participations financières de l'État";"3544";"P731.2";"Assurer le succès des opérations de cessions des participations financières";"4293";"P731.2.1";"Écarts entre les recettes de cessions et les valeurs intrinsèque et boursière des participations cédées";"Contribuable";"";"";"7490";"Ratio  Écart / Recettes de cessions";"";"";"SSI Documenté";"%";"ns*";"0,13";"0";"SO";"1,23";"2015";"0";"MIN07";"Économie et finances"
"Comptes d'affectation spéciale";"Participations financières de l'État";"P731";"Opérations en capital intéressant les participations financières de l'État";"3544";"P731.2";"Assurer le succès des opérations de cessions des participations financières";"4294";"P731.2.2";"Taux des commissions versées par l'État à ses conseils";"Contribuable";"";"";"6102";"Taux moyen des commissions versées lors des opérations conduites sous la forme de placements privés par construction accélérée de livres d'ordre";"";"";"SSI Documenté";"%";"0";"0";"0";"SO";"0,07";"2015";"< 1";"MIN07";"Économie et finances"
