"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Identifiant.Objectif";"Numéro.Objectif";"Objectif";"Identifiant.Indicateur";"Numéro.indicateur";"Indicateur";"type.indicateur";"Indicateur.de.mission.";"Indicateur.transversal.si.X";"Identifiant.sous.indicateur";"Sous.indicateur";"SSI.Nouveau..";"SSI.modifié.";"PAP.seulement...Sous.indicateur.Documenté..";"Unité";"Réalisation.2010";"Réalisation.2011";"Prévision.2012.PAP.2012";"Prévision.2012.PAP.2013";"Réalisation.2012";"Année.cible";"Valeur.cible";"Code.Ministère";"Ministère"
"Budget général";"Sécurité";"P176";"Police nationale";"2192";"P176.1";"Réduire l'insécurité";"12195";"P176.1.1";"Evolution du nombre de crimes et délits en matière d'atteintes aux biens constatés en zone police";"Citoyen";"Indicateur de mission";"";"17721";"Taux de délinquance en matière d'atteintes aux biens en zone police (pour 1000 habitants)";"";"";"SSI Documenté";"‰";"49,6";"48,27";"49";"49";"48,05";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2192";"P176.1";"Réduire l'insécurité";"12196";"P176.1.2";"Evolution du nombre de crimes et délits en matière d'atteintes volontaires à l'intégrité physique des personnes constatés en zone police";"Citoyen";"Indicateur de mission";"";"17722";"Evolution du nombre de crimes et délits en matière d'atteintes volontaires à l'intégrité physique des personnes constatés en zone police";"";"";"SSI Documenté";"%";"3,25";"-0,16";"-1";"-0,5";"-0,06";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2192";"P176.1";"Réduire l'insécurité";"12196";"P176.1.2";"Evolution du nombre de crimes et délits en matière d'atteintes volontaires à l'intégrité physique des personnes constatés en zone police";"Citoyen";"Indicateur de mission";"";"17723";"Nombre de crimes et délits en matière d'atteintes volontaires à l'intégrité physique des personnes constatés en zone police";"";"";"SSI Documenté";"nombre";"371801";"371191";"366243";"369335";"370974";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2192";"P176.1";"Réduire l'insécurité";"12197";"P176.1.3";"Evolution du nombre de crimes et délits en matière d'escroqueries et d'infractions économiques et financières constatés en zone police";"Citoyen";"";"";"17724";"Evolution du nombre de crimes et délits en matière d'escroqueries et d'infractions économiques et financières constatés en zone police";"";"";"SSI Documenté";"%";"-2,56";"-3,4";"-1,5";"-1,5";"-11,94";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2192";"P176.1";"Réduire l'insécurité";"12197";"P176.1.3";"Evolution du nombre de crimes et délits en matière d'escroqueries et d'infractions économiques et financières constatés en zone police";"Citoyen";"";"";"17725";"Nombre de crimes et délits en matière d'escroqueries et d'infractions économiques et financières constatés en zone police";"";"";"SSI Documenté";"nombre";"239678";"231528";"232542";"228055";"203877";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2192";"P176.1";"Réduire l'insécurité";"12198";"P176.1.4";"Evolution du nombre d'infractions révélées par l'action des services";"Citoyen";"";"";"17726";"Evolution du nombre d'infractions révélées par l'action des services";"";"";"SSI Documenté";"%";"-3,69";"5,42";"3";"";"-5,8";"2013";"en hausse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2192";"P176.1";"Réduire l'insécurité";"12198";"P176.1.4";"Evolution du nombre d'infractions révélées par l'action des services";"Citoyen";"";"";"17727";"Nombre d'infractions révélées par l'action des services";"";"";"SSI Documenté";"nombre";"280346";"295530";"297419";"";"278389";"2013";"en hausse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2192";"P176.1";"Réduire l'insécurité";"12198";"P176.1.4";"Evolution du nombre d'infractions révélées par l'action des services";"Citoyen";"";"";"17728";"Evolution du nombre de personnes mises en cause pour des infractions révélées par l'action des services";"";"";"SSI Documenté";"%";"-4,22";"3,26";"3";"";"-7,12";"2013";"en hausse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2192";"P176.1";"Réduire l'insécurité";"12198";"P176.1.4";"Evolution du nombre d'infractions révélées par l'action des services";"Citoyen";"";"";"17729";"Nombre de personnes mises en cause pour des infractions révélées par l'action des services";"";"";"SSI Documenté";"nombre";"280104";"289241";"297162";"";"268633";"2013";"en hausse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2192";"P176.1";"Réduire l'insécurité";"12199";"P176.1.5";"Indice d'évolution de l'efficacité de la surveillance générale sur les atteintes aux biens";"Citoyen";"";"";"17730";"Indice d'évolution de l'efficacité de la surveillance générale sur les atteintes aux biens";"";"";"SSI Documenté";"indice";"1,01";"1,04";">1";">1";"1,01";"2013";">1";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2192";"P176.1";"Réduire l'insécurité";"10047";"P176.1.6";"Taux d'engagement des effectifs sur le terrain";"Contribuable";"";"";"10029";"Taux d'engagement des effectifs sur le terrain";"";"";"SSI Documenté";"%";"38,93";"39,3";"41";"41";"39,57";"2013";"41";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2191";"P176.2";"Optimiser l'emploi des forces mobiles";"2190";"P176.2.1";"Indice d'efficacité de l'emploi des CRS en sécurité générale";"Citoyen";"";"";"10033";"Indice d'efficacité de l'emploi des CRS en sécurité générale";"";"";"SSI Documenté";"ratio";"94,14";"97,31";"90";"93";"80";"2013";"90";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2191";"P176.2";"Optimiser l'emploi des forces mobiles";"2191";"P176.2.2";"Indice de disponibilité des forces de maintien de l'ordre";"Citoyen";"";"";"7910";"Indice de disponibilité des forces de maintien de l'ordre";"";"";"SSI Documenté";"%";"65,07";"65,3";"65";"65";"64,74";"2013";"65";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2191";"P176.2";"Optimiser l'emploi des forces mobiles";"2191";"P176.2.2";"Indice de disponibilité des forces de maintien de l'ordre";"Citoyen";"";"";"10031";"Taux de formation pour le maintien en capacité opérationnelle des unités CRS en ordre public";"";"";"SSI Documenté";"%";"100";"100";"95";"100";"100";"2013";"100";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2197";"P176.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"2591";"P176.3.1";"Nombre d'accidents, des tués et des blessés (ATB) en zone Police";"Citoyen";"Indicateur de mission";"";"6561";"Evolution du nombre d'accidents";"";"";"SSI Documenté";"%";"-5,51";"-3,11";"-4";"-4";"-7,25";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2197";"P176.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"2591";"P176.3.1";"Nombre d'accidents, des tués et des blessés (ATB) en zone Police";"Citoyen";"Indicateur de mission";"";"6562";"Nombre d'accidents";"";"";"SSI Documenté";"Nombre";"51301";"49707";"44179";"48912";"46102";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2197";"P176.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"2591";"P176.3.1";"Nombre d'accidents, des tués et des blessés (ATB) en zone Police";"Citoyen";"Indicateur de mission";"";"6564";"Evolution du nombre de tués";"";"";"SSI Documenté";"%";"-4,69";"-4,55";"-26";"-2";"1,27";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2197";"P176.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"2591";"P176.3.1";"Nombre d'accidents, des tués et des blessés (ATB) en zone Police";"Citoyen";"Indicateur de mission";"";"6565";"Nombre de tués";"";"";"SSI Documenté";"Nombre";"1076";"1027";"775";"1106";"1040";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2197";"P176.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"2591";"P176.3.1";"Nombre d'accidents, des tués et des blessés (ATB) en zone Police";"Citoyen";"Indicateur de mission";"";"6573";"Evolution du nombre de blessés";"";"";"SSI Documenté";"%";"-5,74";"-2,84";"-5";"-4";"-7,58";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2197";"P176.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"2591";"P176.3.1";"Nombre d'accidents, des tués et des blessés (ATB) en zone Police";"Citoyen";"Indicateur de mission";"";"6574";"Nombre de blessés";"";"";"SSI Documenté";"Nombre";"62736";"60956";"54287";"59233";"56335";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2197";"P176.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"2196";"P176.3.2";"Indice d'efficacité du dépistage d'alcoolémie sur les accidents corporels dus à l'alcool";"Citoyen";"";"";"17732";"Indice d'efficacité du dépistage d'alcoolémie sur les accidents corporels dus à l'alcool";"";"";"SSI Documenté";"indice";"non disponible";"1,08";">1";">1";"1,07";"2013";">1";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2197";"P176.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"2197";"P176.3.3";"Indice d'efficacité du dépistage des stupéfiants sur les accidents mortels impliquant l'usage de stupéfiants";"Citoyen";"";"";"17731";"Indice d'efficacité du dépistage des stupéfiants sur les accidents mortels impliquant l'usage de stupéfiants";"";"";"SSI Documenté";"indice";"non disponible";"0,71";">1";"";"1,19";"2013";">1";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2197";"P176.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"4454";"P176.3.4";"Indice d'efficacité des opérations de contrôle de vitesse relevées dans les zones accidentogènes";"Citoyen";"";"";"10034";"Hors systèmes embarqués de contrôle automatisé";"";"";"SSI Documenté";"indice";"0,77";"0,74";"1,2";">1";"0,73";"2013";"1,2";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2197";"P176.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"4454";"P176.3.4";"Indice d'efficacité des opérations de contrôle de vitesse relevées dans les zones accidentogènes";"Citoyen";"";"";"10035";"Avec systèmes embarqués de contrôle automatisé";"";"";"SSI Documenté";"indice";"16,29";"16,75";"18";"18";"16,71";"2013";"18";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2202";"P176.4";"Améliorer le taux d'élucidation des crimes et délits";"2202";"P176.4.1";"Taux détaillé d'élucidation (principaux indicateurs de la délinquance)";"Citoyen";"Indicateur de mission";"";"17733";"Atteintes aux biens";"";"";"SSI Documenté";"%";"14,72";"14,21";"15";"15";"13,65";"2013";"15,5";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2202";"P176.4";"Améliorer le taux d'élucidation des crimes et délits";"2202";"P176.4.1";"Taux détaillé d'élucidation (principaux indicateurs de la délinquance)";"Citoyen";"Indicateur de mission";"";"17734";"Atteintes volontaires à l'intégrité physique des personnes";"";"";"SSI Documenté";"%";"54,74";"53,92";"58";"58";"52,89";"2013";"58";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2202";"P176.4";"Améliorer le taux d'élucidation des crimes et délits";"2202";"P176.4.1";"Taux détaillé d'élucidation (principaux indicateurs de la délinquance)";"Citoyen";"Indicateur de mission";"";"17735";"Escroqueries et infractions économiques et financières";"";"";"SSI Documenté";"%";"45,52";"45,35";"47";"47";"50,5";"2013";"48";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2202";"P176.4";"Améliorer le taux d'élucidation des crimes et délits";"11054";"P176.4.2";"Taux d'identification des traces papillaires exploitables recueillies sur les scènes d'infraction";"Citoyen";"";"";"12624";"Taux d'identification des traces papillaires exploitables recueillies sur les scènes d'infraction";"";"";"SSI Documenté";"%";"23,02";"23,97";"24";"24";"25,92";"2013";"25";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2202";"P176.4";"Améliorer le taux d'élucidation des crimes et délits";"11301";"P176.4.3";"Taux de signalisation au Fichier National d'Analyse des Empreintes Génétiques (FNAEG) des individus mis en cause";"Citoyen";"";"";"13026";"Taux de signalisation au Fichier National des Empreintes Génétiques (FNAEG) des individus mis en cause";"";"";"SSI Documenté";"%";"24,35";"24,25";"26";"26";"29,16";"2013";"27";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2206";"P176.5";"Optimiser l'emploi des ressources";"2205";"P176.5.1";"Taux de disponibilité des véhicules";"Contribuable";"";"";"3538";"Taux de disponibilité des véhicules";"";"";"SSI Documenté";"%";"97,78";"97,57";"98,2";">98";"97%";"2013";"98,2";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2206";"P176.5";"Optimiser l'emploi des ressources";"2205";"P176.5.1";"Taux de disponibilité des véhicules";"Contribuable";"";"";"3537";"Taux d'immobilisation";"";"";"SSI Documenté";"%";"6,45";"6,27";"6,3";"<6";"6,07%";"2013";"6,3";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P176";"Police nationale";"2206";"P176.5";"Optimiser l'emploi des ressources";"2203";"P176.5.2";"Taux de réalisation des formations institutionnelles prioritaires";"Citoyen";"";"";"8253";"Taux de réalisation des formations institutionnelles prioritaires";"";"";"SSI Documenté";"%";"93,55";"94,12";"95";">95";"92,29";"2013";"95";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2210";"P152.1";"Réduire l'insécurité";"12178";"P152.1.1";"Evolution du nombre de crimes et délits en matière d'atteintes aux biens constatés en zone gendarmerie";"Citoyen";"Indicateur de mission";"";"17696";"Evolution du nombre de crimes et délits en matière d'atteintes aux biens constatés en zone gendarmerie";"";"";"SSI Documenté";"%";"-2,5";"0,3";"-2";"-2";"4";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2210";"P152.1";"Réduire l'insécurité";"12178";"P152.1.1";"Evolution du nombre de crimes et délits en matière d'atteintes aux biens constatés en zone gendarmerie";"Citoyen";"Indicateur de mission";"";"17697";"Nombre de crimes et délits en matière d'atteintes aux biens constatés en zone gendarmerie";"";"";"SSI Documenté";"Nombre";"627696";"629685";"605915";"617091";"654807";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2210";"P152.1";"Réduire l'insécurité";"12178";"P152.1.1";"Evolution du nombre de crimes et délits en matière d'atteintes aux biens constatés en zone gendarmerie";"Citoyen";"Indicateur de mission";"";"17698";"Taux de délinquance en matière d'atteintes aux biens en zone gendarmerie (pour 1000 habitants)";"";"";"SSI Documenté";"‰";"20,7";"20,71";"20,3";"20,3";"21,13";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2210";"P152.1";"Réduire l'insécurité";"12179";"P152.1.2";"Evolution du nombre de crimes et délits en matière d'atteintes volontaires à l'intégrité physique des personnes constatés en zone gendarmerie";"Citoyen";"Indicateur de mission";"";"17699";"Evolution du nombre de crimes et délits en matière d'atteintes volontaires à l'intégrité physique des personnes constatés en zone gendarmerie";"";"";"SSI Documenté";"%";"-0,3";"1,3";"-1";"-1";"17,3";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2210";"P152.1";"Réduire l'insécurité";"12179";"P152.1.2";"Evolution du nombre de crimes et délits en matière d'atteintes volontaires à l'intégrité physique des personnes constatés en zone gendarmerie";"Citoyen";"Indicateur de mission";"";"17700";"Nombre de crimes et délits en matière d'atteintes volontaires à l'intégrité physique des personnes constatés en zone gendarmerie";"";"";"SSI Documenté";"Nombre";"95547";"96821";"94119";"95853";"113590";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2210";"P152.1";"Réduire l'insécurité";"12180";"P152.1.3";"Evolution du nombre de crimes et délits en matière d'escroqueries et d'infractions économiques et financières constatés en zone gendarmerie";"Citoyen";"";"";"17701";"Evolution du nombre de crimes et délits en matière d'escroqueries et d'infractions économiques et financières constatés en zone gendarmerie";"";"";"SSI Documenté";"%";"-7,8";"3,1";"-1,5";"-1,5";"-11,7";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2210";"P152.1";"Réduire l'insécurité";"12180";"P152.1.3";"Evolution du nombre de crimes et délits en matière d'escroqueries et d'infractions économiques et financières constatés en zone gendarmerie";"Citoyen";"";"";"17702";"Nombre de crimes et délits en matière d'escroqueries et d'infractions économiques et financières constatés en zone gendarmerie";"";"";"SSI Documenté";"Nombre";"114978";"118512";"111555";"116734";"104395";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2210";"P152.1";"Réduire l'insécurité";"12181";"P152.1.4";"Evolution du nombre d'infractions révélées par l'action des services";"Citoyen";"";"";"17703";"Evolution du nombre d'infractions révélées par l'action des services";"";"";"SSI Documenté";"%";"-2,8";"10";"3";"1";"4,3";"2013";"en hausse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2210";"P152.1";"Réduire l'insécurité";"12181";"P152.1.4";"Evolution du nombre d'infractions révélées par l'action des services";"Citoyen";"";"";"17704";"Nombre d'infractions révélées par l'action des services";"";"";"SSI Documenté";"Nombre";"78946";"86832";"83754";"87700";"90574";"2013";"en hausse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2210";"P152.1";"Réduire l'insécurité";"12181";"P152.1.4";"Evolution du nombre d'infractions révélées par l'action des services";"Citoyen";"";"";"17705";"Evolution du nombre de personnes mises en cause pour des infractions révélées par l'action des services";"";"";"SSI Documenté";"%";"-2,2";"15,1";"3";"1";"-1,5";"2013";"en hausse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2210";"P152.1";"Réduire l'insécurité";"12181";"P152.1.4";"Evolution du nombre d'infractions révélées par l'action des services";"Citoyen";"";"";"17706";"Nombre de personnes mises en cause pour des infractions révélées par l'action des services";"";"";"SSI Documenté";"Nombre";"80585";"92791";"85493";"93719";"91373";"2013";"en hausse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2210";"P152.1";"Réduire l'insécurité";"12182";"P152.1.5";"Indice d'évolution de l'efficacité de la surveillance générale sur les atteintes aux biens";"Citoyen";"";"";"17707";"Indice d'évolution de l'efficacité de la surveillance générale sur les atteintes aux biens";"";"";"SSI Documenté";"Indice";"0,99";"0,99";">1";">1";"0,96";"2013";">1";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2210";"P152.1";"Réduire l'insécurité";"2212";"P152.1.6";"Taux d'engagement des effectifs sur le terrain";"Contribuable";"";"";"10086";"Taux d'engagement des effectifs sur le terrain";"";"";"SSI Documenté";"%";"68,11";"68,78";">68";">68";"68,8";"2013";">68";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2210";"P152.1";"Réduire l'insécurité";"2211";"P152.1.7";"Taux d'interventions réalisées dans un délai supérieur à 2 fois le délai moyen";"Citoyen";"";"";"5304";"Taux d'interventions réalisées dans un délai supérieur à 2 fois le délai moyen";"";"";"SSI Documenté";"%";"3,1";"3,7";"<3";"<3";"8,5";"2013";"<3";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2208";"P152.2";"Optimiser l'emploi des forces mobiles";"2208";"P152.2.1";"Indice d'efficacité de l'emploi de la gendarmerie mobile en sécurité générale";"Citoyen";"";"";"7881";"Indice d'efficacité de l'emploi de la gendarmerie mobile en sécurité générale";"";"";"SSI Documenté";"%";"63,93";"56,42";">50";">50";"35,6";"2013";">50";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2208";"P152.2";"Optimiser l'emploi des forces mobiles";"2207";"P152.2.2";"Taux de capacité opérationnelle des escadrons de gendarmerie mobile (EGM) en ordre public";"Citoyen";"";"";"8203";"Taux de capacité opérationnelle des escadrons de gendarmerie mobile en ordre public";"";"";"SSI Documenté";"%";"88";"89";"100";"95";"88";"2013";"100";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2215";"P152.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"3335";"P152.3.1";"Nombre des accidents, des tués et des blessés (ATB) en zone Gendarmerie";"Citoyen";"Indicateur de mission";"";"13360";"Évolution du nombre d'accidents";"";"";"SSI Documenté";"%";"-10";"-4,4";"-4";"-4";"-9,4";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2215";"P152.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"3335";"P152.3.1";"Nombre des accidents, des tués et des blessés (ATB) en zone Gendarmerie";"Citoyen";"Indicateur de mission";"";"13361";"Nombre d'accidents";"";"";"SSI Documenté";"Nombre";"17926";"17138";"16521";"16452";"15521";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2215";"P152.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"3335";"P152.3.1";"Nombre des accidents, des tués et des blessés (ATB) en zone Gendarmerie";"Citoyen";"Indicateur de mission";"";"13362";"Évolution du nombre de tués";"";"";"SSI Documenté";"%";"-6,7";"-0,5";"-22,45";"-7";"-9,3";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2215";"P152.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"3335";"P152.3.1";"Nombre des accidents, des tués et des blessés (ATB) en zone Gendarmerie";"Citoyen";"Indicateur de mission";"";"13363";"Nombre de tués";"";"";"SSI Documenté";"Nombre";"3085";"3070";"2225";"2855";"2785";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2215";"P152.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"3335";"P152.3.1";"Nombre des accidents, des tués et des blessés (ATB) en zone Gendarmerie";"Citoyen";"Indicateur de mission";"";"13364";"Évolution du nombre de blessés";"";"";"SSI Documenté";"%";"-9,7";"-5,6";"-4";"-4";"-7,6";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2215";"P152.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"3335";"P152.3.1";"Nombre des accidents, des tués et des blessés (ATB) en zone Gendarmerie";"Citoyen";"Indicateur de mission";"";"13365";"Nombre de blessés";"";"";"SSI Documenté";"Nombre";"24127";"22781";"22004";"21870";"21055";"2013";"en baisse";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2215";"P152.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"2215";"P152.3.2";"Indice d'efficacité du dépistage d'alcoolémie sur les accidents corporels dus à l'alcool";"Citoyen";"";"";"13316";"Indice d'efficacité du dépistage d'alcoolémie sur les accidents corporels dus à l'alcool";"";"";"SSI Documenté";"indice";"1,16";"1,07";">1";">1";"1,03";"2013";">1";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2215";"P152.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"2216";"P152.3.3";"Indice d'efficacité du dépistage des stupéfiants sur les accidents mortels impliquant l'usage de stupéfiants";"Citoyen";"";"";"8161";"Indice d'efficacité du dépistage des stupéfiants sur les accidents mortels impliquant l'usage de stupéfiants";"";"";"SSI Documenté";"indice";"1,26";"0,82";">1";">1";"1,52";"2013";">1";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2215";"P152.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"2217";"P152.3.4";"Indice d'efficacité des opérations de contrôle de vitesse relevées dans les zones accidentogènes";"Citoyen";"";"";"10088";"Hors systèmes embarqués de contrôle automatisé";"";"";"SSI Documenté";"indice";"0,94";"1,18";">1";">1";"1,04";"2013";">1";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2215";"P152.3";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"2217";"P152.3.4";"Indice d'efficacité des opérations de contrôle de vitesse relevées dans les zones accidentogènes";"Citoyen";"";"";"8279";"Avec systèmes embarqués de contrôle automatisé";"";"";"SSI Documenté";"indice";"1,08";"1,13";">1";">1";"1,12";"2013";">1";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
"Budget général";"Sécurité";"P152";"Gendarmerie nationale";"2218";"P152.4";"Améliorer le taux d'élucidation des crimes et délits";"2218";"P152.4.1";"Taux détaillé d'élucidation (principaux indicateurs de la délinquance)";"Citoyen";"Indicateur de mission";"";"17708";"Atteintes aux biens";"";"";"SSI Documenté";"%";"16,85";"17,13";"17,5";"17";"14,9";"2013";"18";"MIN09";"Intérieur, outre-mer, collectivités territoriales et immigration"
