"Type.de.Mission";"Mission";"COD_PGM";"Programme";"Numéro.Objectif";"Objectif";"Numéro.indicateur";"Indicateur";"type.indicateur";"Stratégique.au.niveau.mission.";"Sous.indicateur";"Unité";"Réalisation.2014";"Réalisation.2015";"Prévision.2016.PAP.2016";"Prévision.2016.PAP.2017";"Réalisation.2016";"Année.cible";"Valeur.cible";"Code.Ministère.LFI.2016";"Ministère.LFI.2016"
"Budget général";"Sécurités";"P176";"Police nationale";"P176.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P176.2.2";"Lutte contre les filières";"Citoyen";"";"Nombre de procédures en matière d'aide à l'entrée, à la circulation et au séjour irrégulier d'un étranger";"nombre";"3623";"3892";"en hausse";"en hausse";"4219";"2017";"en hausse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P176";"Police nationale";"P176.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P176.2.3";"Bilan des avoirs criminels saisis";"Citoyen";"";"Valeur des avoirs criminels saisis";"€";"458182530";"421291450";"en hausse";"en hausse";"291274294";"2017";"en hausse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P176";"Police nationale";"P176.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P176.2.4";"Généralisation de la police technique et scientifique";"Citoyen";"";"Taux de couverture des cambriolages";"%";"89,59";"82,17";"100";"100";"84,1";"2017";"100";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P176";"Police nationale";"P176.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P176.2.4";"Généralisation de la police technique et scientifique";"Citoyen";"";"Taux de signalisation biologique au Fichier National d'Analyse des Empreintes Génétiques (FNAEG)";"%";"74,72";"82,27";"en hausse";"en hausse";"84,46";"2017";"en hausse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P176";"Police nationale";"P176.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P176.2.4";"Généralisation de la police technique et scientifique";"Citoyen";"";"Taux de signalisation papillaire au Fichier Automatisé des Empreintes Digitales (FAED)";"%";"74,88";"77,93";"en hausse";"en hausse";"79,73";"2017";"en hausse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P176";"Police nationale";"P176.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P176.2.5";"Recentrage des forces sur leur coeur de métier";"Citoyen";"";"Volume des missions périphériques";"heures";"7105853";"7620642";"en baisse";"en baisse";"8068931";"2017";"en baisse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P176";"Police nationale";"P176.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P176.2.5";"Recentrage des forces sur leur coeur de métier";"Citoyen";"";"Taux de missions périphériques dans l'activité totale";"%";"8,2";"8,9";"en baisse";"en baisse";"9,12";"2017";"en baisse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P176";"Police nationale";"P176.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P176.2.6";"Taux d'engagement des effectifs sur le terrain";"Contribuable";"";"Taux d'engagement des effectifs sur le terrain";"%";"38,32";"37,84";"41";"41";"37,16";"2017";"41";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P176";"Police nationale";"P176.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P176.2.7";"Délai moyen d'intervention de nuit";"Usager";"";"Délai moyen d'intervention de nuit";"minutes";"12'13''";"16'17""";"<10";"<10";"13'36''";"2017";"<10";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P176";"Police nationale";"P176.3";"Optimiser l'emploi des forces mobiles";"P176.3.1";"Indice d'engagement des forces mobiles en prévention de proximité";"Citoyen";"";"Indice d'engagement des forces mobiles en prévention de proximité";"indice";"0,94";"0,57";">1";">1";"0,99";"2017";">1";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P176";"Police nationale";"P176.3";"Optimiser l'emploi des forces mobiles";"P176.3.2";"Nombre de jours de déplacements de longue distance";"Contribuable";"";"Nombre de jours de déplacements de longue distance";"Nombre";"933636";"1001881";"suivi";"";"1063121";"2017";"suivi";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P176";"Police nationale";"P176.4";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"P176.4.1";"Nombre de tués en zone police";"Citoyen";"";"Nombre de tués en zone police";"nombre";"989";"988";"en baisse";"en baisse";"1005";"2017";"en baisse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P176";"Police nationale";"P176.4";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"P176.4.2";"Indice d'efficacité du dépistage d'alcoolémie sur les accidents corporels dus à l'alcool";"Citoyen";"";"Indice d'efficacité du dépistage d'alcoolémie sur les accidents corporels dus à l'alcool";"indice";"0,96";"0,87";">1";">1";"0,99";"2017";">1";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P176";"Police nationale";"P176.4";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"P176.4.3";"Indice d'efficacité du dépistage des stupéfiants sur les accidents corporels impliquant l'usage de stupéfiants";"Citoyen";"";"Indice d'efficacité du dépistage des stupéfiants sur les accidents corporels impliquant l'usage de stupéfiants";"indice";"1,03";"1,16";">1";">1";"0,96";"2017";">1";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P176";"Police nationale";"P176.4";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"P176.4.4";"Indice d'efficacité des opérations de contrôle de vitesse";"Citoyen";"";"Avec systèmes embarqués de contrôle automatisé";"indice";"15,58";"14,50";"17";"";"14,21";"2017";"17";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P176";"Police nationale";"P176.5";"Optimiser l'emploi des ressources";"P176.5.1";"Taux de disponibilité technique des véhicules";"Contribuable";"";"Taux de disponibilité technique des véhicules";"%";"96,21";"97";">95";">95";"96,29";"2017";">95";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.1";"Evaluer objectivement la prévention de la délinquance";"P152.1.1";"Evolution du nombre de crimes et délits et de victimes en matière d'atteintes volontaires à l'intégrité physique (AVIP) constatés en zone gendarmerie";"Citoyen";"";"Nombre des violences physiques crapuleuses";"Nombre";"13251";"13256";"en baisse";"en baisse";"13070";"2017";"en baisse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.1";"Evaluer objectivement la prévention de la délinquance";"P152.1.1";"Evolution du nombre de crimes et délits et de victimes en matière d'atteintes volontaires à l'intégrité physique (AVIP) constatés en zone gendarmerie";"Citoyen";"";"Evolution du nombre des violences physiques crapuleuses";"%";"+0,8";"0,0";"en baisse";"S.O.";"-1,4";"2017";"en baisse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.1";"Evaluer objectivement la prévention de la délinquance";"P152.1.1";"Evolution du nombre de crimes et délits et de victimes en matière d'atteintes volontaires à l'intégrité physique (AVIP) constatés en zone gendarmerie";"Citoyen";"";"Nombre de victimes de violences physiques non crapuleuses et violences sexuelles";"Nombre";"108314";"112766";"suivi";"suivi";"115568";"2017";"suivi";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.1";"Evaluer objectivement la prévention de la délinquance";"P152.1.1";"Evolution du nombre de crimes et délits et de victimes en matière d'atteintes volontaires à l'intégrité physique (AVIP) constatés en zone gendarmerie";"Citoyen";"";"Evolution du nombre de victimes de violences physiques non crapuleuses et violences sexuelles";"%";"+6,6";"+4,1";"suivi";"S.O.";"2,5";"2017";"suivi";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.1";"Evaluer objectivement la prévention de la délinquance";"P152.1.2";"Evolution du nombre de crimes et délits en matière d'atteintes aux biens (AAB) constatés en zone gendarmerie";"Citoyen";"";"Nombre de crimes et délits en matière d'atteintes aux biens constatés";"Nombre";"728350";"714065";"en baisse";"en baisse";"705997";"2017";"en baisse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.1";"Evaluer objectivement la prévention de la délinquance";"P152.1.2";"Evolution du nombre de crimes et délits en matière d'atteintes aux biens (AAB) constatés en zone gendarmerie";"Citoyen";"";"Evolution du nombre de crimes et délits en matière d'atteintes aux biens constatés";"%";"+1,1";"-2,0";"en baisse";"S.O.";"-1,1";"2017";"en baisse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.1";"Evaluer objectivement la prévention de la délinquance";"P152.1.2";"Evolution du nombre de crimes et délits en matière d'atteintes aux biens (AAB) constatés en zone gendarmerie";"Citoyen";"";"Nombre de cambriolages";"Nombre";"159704";"157280";"en baisse";"en baisse";"162621";"2017";"en baisse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.1";"Evaluer objectivement la prévention de la délinquance";"P152.1.2";"Evolution du nombre de crimes et délits en matière d'atteintes aux biens (AAB) constatés en zone gendarmerie";"Citoyen";"";"Evolution du nombre de cambriolages";"%";"-5,1";"-1,5";"en baisse";"S.O.";"3,4";"2017";"en baisse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P152.2.1";"Taux d'élucidation ciblés";"Citoyen";"";"Taux d'élucidation des vols avec violence";"%";"25,1";"25,4";"en hausse";"en hausse";"22";"2017";"> 28";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P152.2.1";"Taux d'élucidation ciblés";"Citoyen";"";"Taux d'élucidation des cambriolages";"%";"14,8";"15,0";"en hausse";"en hausse";"14";"2017";"> 16,5";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P152.2.1";"Taux d'élucidation ciblés";"Citoyen";"";"Taux d'élucidation des homicides";"%";"92,1";"82,6";"en hausse";"en hausse";"72,4";"2017";"> 85";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P152.2.2";"Lutte contre les filières";"Citoyen";"";"Nombre de personnes mises en cause pour trafic ou revente de produits stupéfiants";"nb";"11301";"10200";"en hausse";"en hausse";"9563";"2017";"en hausse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P152.2.2";"Lutte contre les filières";"Citoyen";"";"Nombre de procédures en matière d'aide à l'entrée, à la circulation et au séjour irrégulier d'un étranger";"nb";"627";"255";"suivi";"suivi";"322";"2017";"en hausse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P152.2.3";"Bilan des avoirs criminels saisis";"Citoyen";"";"Valeur des avoirs criminels saisis";"€";"133774357";"161972192";"en hausse";"en hausse";"230333271";"2017";"en hausse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P152.2.4";"Généralisation de la police technique et scientifique";"Citoyen";"";"Taux de couverture des cambriolages";"%";"94,8";"95,3";"> 95";">95";"95,5";"2017";"> 95";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P152.2.4";"Généralisation de la police technique et scientifique";"Citoyen";"";"Taux de signalisation biologique au Fichier National d'Analyse des Empreintes Génétiques (FNAEG)";"%";"51,4";"66,5";"en hausse";"en hausse";"74,7";"2017";"en hausse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P152.2.4";"Généralisation de la police technique et scientifique";"Citoyen";"";"Taux de signalisation papillaire au Fichier Automatisé des Empreintes Digitales (FAED)";"%";"64,9";"73,9";"en hausse";"en hausse";"79,5";"2017";"en hausse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P152.2.5";"Recentrage des forces sur le coeur de métier";"Citoyen";"";"Volume des missions périphériques";"heures";"4703617";"4427272";"en baisse";"en baisse";"4103529";"2017";"en baisse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P152.2.5";"Recentrage des forces sur le coeur de métier";"Citoyen";"";"Taux des missions périphériques sur l'activité opérationnelle totale";"%";"4,8";"4,1";"en baisse";"en baisse";"3,8";"2017";"en baisse";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P152.2.6";"Taux d'engagement des effectifs sur le terrain";"Contribuable";"";"Taux d'engagement des effectifs sur le terrain";"%";"62,3";"62,2";">65";">65";"61,3";"2017";"> 68";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.2";"Renforcer l'activité des services pour mieux combattre la délinquance";"P152.2.7";"Délai moyen d'intervention de nuit";"Usager";"";"Délai moyen d'intervention de nuit";"minutes";"13'06""";"12'30''";"<15'";"<15'";"13'26''";"2017";"< 15'";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.3";"Optimiser l'emploi des forces mobiles";"P152.3.1";"Indice d'engagement des forces mobiles en prévention de proximité";"Citoyen";"";"Indice d'engagement des forces mobiles en prévention de proximité";"indice";"1,20";"0,78";">1";">1";"0,88";"2017";"> 1";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.3";"Optimiser l'emploi des forces mobiles";"P152.3.2";"Nombre de jours de déplacements de longue distance";"Contribuable";"";"Nombre de jours de déplacements de longue distance";"Jours";"1404888";"1516933";"suivi";"S.O.";"1477268";"2017";"suivi";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.4";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"P152.4.1";"Nombre de tués en zone Gendarmerie";"Citoyen";"";"Nombre de tués";"Nombre";"2549";"2623";"<2138";"en baisse";"2630";"2017";"< 2000";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.4";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"P152.4.2";"Indice d'efficacité du dépistage d'alcoolémie sur les accidents corporels dus à l'alcool";"Citoyen";"";"Indice d'efficacité du dépistage d'alcoolémie sur les accidents corporels dus à l'alcool";"indice";"1,15";"0,91";">1";">1";"1,1";"2017";"> 1";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.4";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"P152.4.3";"Indice d'efficacité du dépistage des stupéfiants sur les accidents corporels impliquant l'usage de stupéfiants";"Citoyen";"";"Indice d'efficacité du dépistage des stupéfiants sur les accidents corporels impliquant l'usage de stupéfiants";"indice";"1,52";"1,16";">1";">1";"1,08";"2017";"> 1";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.4";"Renforcer l'efficacité dans la lutte contre l'insécurité routière";"P152.4.4";"Indice d'efficacité des opérations de contrôle de vitesse";"Citoyen";"";"Avec systèmes embarqués de contrôle automatisé";"indice";"1,00";"0,89";">1";"S.O.";"1,06";"2017";"> 1";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.5";"Optimiser l'emploi des ressources";"P152.5.1";"Taux de disponibilité technique des véhicules";"Contribuable";"";"Taux de disponibilité technique des véhicules";"%";"88,6";"86,3";">92";">92";"93,2";"2017";"> 92";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.5";"Optimiser l'emploi des ressources";"P152.5.2";"Taux de vacance moyen des logements";"Contribuable";"";"Taux de vacance moyen des logements";"%";"5,3";"5,4";"<4,5";"<4,5";"5,7";"2017";"< 4,5";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.5";"Optimiser l'emploi des ressources";"P152.5.3";"Evolution du coût global des loyers hors caserne";"Contribuable";"";"Evolution du coût global des loyers hors caserne";"%";"-2,3";"-1,5";"-1";"4";"4,1";"2017";"-1";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.6";"Garantir l'exercice des missions militaires";"P152.6.1";"Taux d'engagement des unités dans les missions militaires";"Citoyen";"";"Taux d'engagement des unités dans les missions militaires";"%";"3";"3,1";"<5";"<5";"3,3";"2017";"< 5";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P152";"Gendarmerie nationale";"P152.6";"Garantir l'exercice des missions militaires";"P152.6.2";"Nombre de jours OPEX";"Citoyen";"";"Nombre de jours OPEX";"jours-gendarme";"90946";"52938";"suivi";"suivi";"36897";"2017";"suivi";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P207";"Sécurité et éducation routières";"P207.1";"Mobiliser l'ensemble de la société sur la sécurité routière pour réduire le nombre d'accidents et de tués sur les routes";"P207.1.1";"Nombre annuel des tués (France métropolitaine et départements d'outre-mer)";"Citoyen";"";"Nombre annuel des tués (France métropolitaine)";"Nombre";"3384";"3461";"2800";"3450";"3469";"2017";"2400";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P207";"Sécurité et éducation routières";"P207.1";"Mobiliser l'ensemble de la société sur la sécurité routière pour réduire le nombre d'accidents et de tués sur les routes";"P207.1.1";"Nombre annuel des tués (France métropolitaine et départements d'outre-mer)";"Citoyen";"";"Nombre annuel des tués (Départements d'outre-mer)";"Nombre";"173";"155";"125";"155";"181";"2017";"116";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P207";"Sécurité et éducation routières";"P207.2";"Améliorer le service du permis de conduire dans le cadre du développement de l'éducation routière tout au long de la vie";"P207.2.1";"Délai d'attente moyen annuel pour un candidat entre sa première et sa deuxième présentation à l'examen pratique du permis de conduire B (du point de vue de l'usager)";"Usager";"";"Délai d'attente moyen annuel pour un candidat entre sa première et sa deuxième présentation à l'examen pratique du permis de conduire B";"jours calendaires";"90";"72";"60";"60";"63";"2017";"45";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P207";"Sécurité et éducation routières";"P207.2";"Améliorer le service du permis de conduire dans le cadre du développement de l'éducation routière tout au long de la vie";"P207.2.2";"Coût unitaire d'obtention du permis de conduire pour l'administration relevant du ministère chargé de la sécurité routière";"Contribuable";"";"Coût unitaire d'obtention du permis de conduire pour l'administration relevant du ministère chargé de la sécurité routière";"€ / permis";"60,8";"62,6";"52,8";"62,3";"61,3";"2017";"51,4";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P207";"Sécurité et éducation routières";"P207.2";"Améliorer le service du permis de conduire dans le cadre du développement de l'éducation routière tout au long de la vie";"P207.2.3";"Taux de conducteurs novices parmi les conducteurs impliqués dans un accident corporel";"Citoyen";"";"Taux des conducteurs ayant leur permis depuis moins d'un an parmi les conducteurs impliqués dans un accident corporel";"%";"9,6";"9,4";"<9,3";"S.O.";"<9,5";"2017";"<9";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P207";"Sécurité et éducation routières";"P207.2";"Améliorer le service du permis de conduire dans le cadre du développement de l'éducation routière tout au long de la vie";"P207.2.3";"Taux de conducteurs novices parmi les conducteurs impliqués dans un accident corporel";"Citoyen";"";"Taux des conducteurs ayant leur permis depuis moins de deux ans parmi les conducteurs impliqués dans un accident corporel";"%";"17,2";"16,6";"<16,6";"S.O.";"<17,1";"2017";"<16,2";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P207";"Sécurité et éducation routières";"P207.2";"Améliorer le service du permis de conduire dans le cadre du développement de l'éducation routière tout au long de la vie";"P207.2.3";"Taux de conducteurs novices parmi les conducteurs impliqués dans un accident corporel";"Citoyen";"";"Taux des conducteurs ayant leur permis depuis moins de trois ans parmi les conducteurs impliqués dans un accident corporel";"%";"23,9";"22,9";"<22,9";"S.O.";"<23,6";"2017";"<22,3";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P161";"Sécurité civile";"P161.1";"Assurer l'efficacité et l'efficience des dispositifs de lutte contre les feux de forêt";"P161.1.1";"Efficacité du dispositif de protection des forêts pendant la campagne ""saison feux""";"Citoyen";"";"Pourcentage des incendies ne dépassant pas 5 hectares";"%";"94";"93,5";"96";"94,3";"92,9";"2017";"96";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P161";"Sécurité civile";"P161.1";"Assurer l'efficacité et l'efficience des dispositifs de lutte contre les feux de forêt";"P161.1.1";"Efficacité du dispositif de protection des forêts pendant la campagne ""saison feux""";"Citoyen";"";"Nombre d'hectares brûlés en fonction de l'intensité de l'aléa climatique pendant la campagne « saison feux »";"Nombre";"30,6";"7,82";"18,3";"13,2";"10,9";"2017";"18,3";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P161";"Sécurité civile";"P161.2";"Assurer l'efficacité et l'efficience des opérations de secours aux personnes en hélicoptère en milieux difficiles";"P161.2.1";"Taux de disponibilité des hélicoptères par flotte en base";"Usager";"";"Taux de disponibilité des hélicoptères EC145 de la sécurité civile en base.";"%";"92,9";"93,5";"95";"94";"93,04";"2017";"95";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P161";"Sécurité civile";"P161.2";"Assurer l'efficacité et l'efficience des opérations de secours aux personnes en hélicoptère en milieux difficiles";"P161.2.2";"Rapport entre le nombre de missions médicalisées et le nombre total de missions de secours";"Usager";"";"Rapport entre le nombre de missions médicalisées et le nombre total de missions de secours";"%";"89,0";"82";"88";"84";"84";"2017";"88";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P161";"Sécurité civile";"P161.3";"Faire évoluer la cartographie des centres de déminage pour éliminer les munitions historiques et faire face à la menace terroriste";"P161.3.1";"Taux d'évolution des stocks collectés de munitions anciennes (explosive ordonnance disposal ou EOD)";"Citoyen";"";"Taux d'évolution des stocks collectés de munitions anciennes (explosive ordonnance disposal ou EOD)";"%";"9,0";"6,9";"-10,0";"0";"9";"2017";"-10";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P161";"Sécurité civile";"P161.3";"Faire évoluer la cartographie des centres de déminage pour éliminer les munitions historiques et faire face à la menace terroriste";"P161.3.2";"Interventions sur objets suspects dans les délais (Improvised explosive devices disposal ou IEDD)";"Usager";"";"Interventions sur objets suspects dans les délais des équipes prépositionnées (<15')";"%";"98";"100";"98.0";"100";"97,1";"2017";"98";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P161";"Sécurité civile";"P161.3";"Faire évoluer la cartographie des centres de déminage pour éliminer les munitions historiques et faire face à la menace terroriste";"P161.3.2";"Interventions sur objets suspects dans les délais (Improvised explosive devices disposal ou IEDD)";"Usager";"";"Interventions sur objets suspects dans les délais des équipes non prépositionnées (<3h)";"%";"99,7";"97,7";"99,0";"98";"99,79";"2017";"95";"MIN09";"Intérieur"
"Budget général";"Sécurités";"P161";"Sécurité civile";"P161.4";"Harmoniser les moyens des services départementaux d'incendie et de secours";"P161.4.1";"Taux d'adhésion des SDIS à l'infrastructure complémentaire Acropole-Antarès";"Citoyen";"";"Taux d'adhésion des SDIS à l'infrastructure complémentaire Acropole-Antarès";"%";"81,9";"83,5";"90";"86";"87,7";"2017";"100";"MIN09";"Intérieur"
"Budget général";"Solidarité, insertion et égalité des chances";"P304";"Inclusion sociale et protection des personnes";"MSE.1 (P304.1)";"Améliorer l'accès à l'emploi et l'autonomie financière des bénéficiaires du RSA et de la prime d'activité";"P304.1.1";"Part des foyers allocataires du RSA sans emploi dont au moins un des membres reprend une activité";"Citoyen";"Stratégique mission";"Part des foyers allocataires du RSA sans emploi dont au moins l'un des membres reprend une activité et accède à la prime d'activité";"%";"7";"7";"7,6";"11,5";"8,5";"2017";"9";"";""
"Budget général";"Solidarité, insertion et égalité des chances";"P304";"Inclusion sociale et protection des personnes";"MSE.1 (P304.1)";"Améliorer l'accès à l'emploi et l'autonomie financière des bénéficiaires du RSA et de la prime d'activité";"P304.1.1";"Part des foyers allocataires du RSA sans emploi dont au moins un des membres reprend une activité";"Citoyen";"Stratégique mission";"Part des foyers allocataires du RSA sans emploi où au moins un des membres reprenant une activité est une femme";"%";"31,8";"31,6";"32,3";"";"30,2";"2017";"33,9";"";""
"Budget général";"Solidarité, insertion et égalité des chances";"P304";"Inclusion sociale et protection des personnes";"MSE.2 (P304.3)";"Garantir aux adultes vulnérables une protection juridique adaptée à leurs besoins";"P304.3.1";"Coût moyen des mesures de protection exercées par les services tutélaires";"Contribuable";"Stratégique mission";"Part des services mandataires dont la valeur du point service est inférieure de 10% à la moyenne nationale";"%";"18,53";"18,73";"14";"18,7";"13";"2017";"14";"";""
"Budget général";"Solidarité, insertion et égalité des chances";"P304";"Inclusion sociale et protection des personnes";"MSE.2 (P304.3)";"Garantir aux adultes vulnérables une protection juridique adaptée à leurs besoins";"P304.3.1";"Coût moyen des mesures de protection exercées par les services tutélaires";"Contribuable";"Stratégique mission";"Part des services mandataires dont la valeur du point service est supérieure de 10% à la moyenne nationale";"%";"15,02";"13,02";"11,5";"12,4";"13,6";"2017";"8";"";""
"Budget général";"Solidarité, insertion et égalité des chances";"P157";"Handicap et dépendance";"MSE.3 (P157.1)";"Accroître l'effectivité et la qualité des décisions prises au sein des MDPH";"P157.1.1";"Qualité des processus de décision des maisons départementales des personnes handicapées (MDPH)";"Usager";"Stratégique mission";"Délai moyen de traitement des dossiers relatifs aux enfants";"mois";"3,24";"3,38";"2";"2";"ND";"2017";"2";"";""
"Budget général";"Solidarité, insertion et égalité des chances";"P157";"Handicap et dépendance";"MSE.3 (P157.1)";"Accroître l'effectivité et la qualité des décisions prises au sein des MDPH";"P157.1.1";"Qualité des processus de décision des maisons départementales des personnes handicapées (MDPH)";"Usager";"Stratégique mission";"Délai moyen de traitement des dossiers relatifs aux adultes";"mois";"4,4";"4,4";"3";"3";"ND";"2017";"3";"";""
"Budget général";"Solidarité, insertion et égalité des chances";"P304";"Inclusion sociale et protection des personnes";"P304.1";"Améliorer l'accès à l'emploi et l'autonomie financière des bénéficiaires du RSA et de la prime d'activité";"P304.1.1";"Part des foyers allocataires du RSA sans emploi dont au moins un des membres reprend une activité";"Citoyen";"";"Part des foyers allocataires du RSA sans emploi dont au moins l'un des membres reprend une activité et accède à la prime d'activité";"%";"7";"7";"7,6";"11,5";"8,5";"2017";"9";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P304";"Inclusion sociale et protection des personnes";"P304.1";"Améliorer l'accès à l'emploi et l'autonomie financière des bénéficiaires du RSA et de la prime d'activité";"P304.1.1";"Part des foyers allocataires du RSA sans emploi dont au moins un des membres reprend une activité";"Citoyen";"";"Part des foyers allocataires du RSA sans emploi où au moins un des membres reprenant une activité est une femme";"%";"31,8";"31,6";"32,3";"";"30,2";"2017";"33,9";"MIN56";"Affaires sociales et santé et droits des femmes"
"Budget général";"Solidarité, insertion et égalité des chances";"P304";"Inclusion sociale et protection des personnes";"P304.1";"Améliorer l'accès à l'emploi et l'autonomie financière des bénéficiaires du RSA et de la prime d'activité";"P304.1.2";"Part des foyers bénéficiaires de la prime d'activité dont l'un des membres perçoit un montant de prime bonifié";"Citoyen";"";"Part des foyers bénéficiaires de la prime d'activité dont un seul membre perçoit un montant de prime bonifié";"%";"SO";"SO";"50";"88,3";"87,7";"2017";"51,6";"MIN56";"Affaires sociales et santé et droits des femmes"
