Type de Mission;Mission;COD_PGM;Programme;Numéro Objectif;Objectif;Numéro indicateur;Indicateur;type indicateur;Stratégique au niveau mission?;Sous-indicateur;Unité;Réalisation 2013;Réalisation 2014;Prévision 2015 PAP 2015;Prévision 2015 PAP 2016;Réalisation 2015;Année cible;Valeur cible;Code Ministère LFI 2015;Ministère LFI 2015
Budget général;Travail et emploi;P155;Conception, gestion et évaluation des politiques de l'emploi et du travail;P155.2;Accroître l'efficience de la gestion des moyens;P155.2.1;Ratio d'efficience bureautique;Contribuable;;Pour information : nombre de postes bureautiques en administration centrale;Nombre de postes;11 542;5 124;n.d.;5 100;5 548;2017;n.d.;MIN36;Travail, emploi, formation professionnelle et dialogue social
Budget général;Travail et emploi;P155;Conception, gestion et évaluation des politiques de l'emploi et du travail;P155.2;Accroître l'efficience de la gestion des moyens;P155.2.2;Efficience de la gestion immobilière;Contribuable;;Ratio entretien courant / SUB en administration centrale;€/m²;16,5;30;26;29,69;28,65;2017;28;MIN36;Travail, emploi, formation professionnelle et dialogue social
Budget général;Travail et emploi;P155;Conception, gestion et évaluation des politiques de l'emploi et du travail;P155.2;Accroître l'efficience de la gestion des moyens;P155.2.2;Efficience de la gestion immobilière;Contribuable;;Ratio SUN / Poste de travail en administration centrale;m²/poste de travail;16,9;12,4;12,4;12,4;12,3;2017;12,3;MIN36;Travail, emploi, formation professionnelle et dialogue social
Budget général;Travail et emploi;P155;Conception, gestion et évaluation des politiques de l'emploi et du travail;P155.2;Accroître l'efficience de la gestion des moyens;P155.2.3;Efficience de la fonction achat;Contribuable;;Efficience de la fonction achat;millions d'€;6,2;14,1;13,9;13,9;8,3;2017;n.d.;MIN36;Travail, emploi, formation professionnelle et dialogue social
Budget général;Travail et emploi;P155;Conception, gestion et évaluation des politiques de l'emploi et du travail;P155.3;Améliorer la qualité du service rendu dans les autres fonctions transversales;P155.3.1;Part des publications programmées diffusées au plus tard le mois suivant la date indiquée;Usager;;Part des publications programmées diffusées au plus tard le mois suivant la date indiquée;%;35;42,5;60;60;60;2017;62;MIN36;Travail, emploi, formation professionnelle et dialogue social
Budget général;Travail et emploi;P155;Conception, gestion et évaluation des politiques de l'emploi et du travail;P155.3;Améliorer la qualité du service rendu dans les autres fonctions transversales;P155.3.2;Notoriété des travaux d'études, statistiques, recherche et évaluation;Citoyen;;Notoriété des travaux d'études, statistiques, recherche et évaluation;Nb retombées médias;8 927;7 814;>7 000;>7 000;8254;2017;>7 000;MIN36;Travail, emploi, formation professionnelle et dialogue social
Budgets annexes;Contrôle et exploitation aériens;;;MXC.2 (P612.1);Assurer un haut niveau de sécurité de la navigation aérienne;P612.1.1;Nombre de croisements hors norme pour 100 000 vols;Usager;Stratégique mission;Nombre de croisements hors norme pour 100 000 vols;nombre;0,14;0,11;<=0,20;0,2;0;2017;<=0,20;;
Budgets annexes;Contrôle et exploitation aériens;;;MXC.3 (P614.1);Concourir à la sécurité et à la sûreté de l'aviation civile;P614.1.1;Réduction des écarts à la réglementation grâce à des contrôles appropriés;Citoyen;Stratégique mission;Taux de réalisation des plans de surveillance conformément au programme initial;%;93;91;>=90;>90;93;2017;95;;
Budgets annexes;Contrôle et exploitation aériens;;;MXC.3 (P614.1);Concourir à la sécurité et à la sûreté de l'aviation civile;P614.1.1;Réduction des écarts à la réglementation grâce à des contrôles appropriés;Citoyen;Stratégique mission;Nombre d'écarts significatifs à la réglementation détectés par organisme audité ou inspecté sur une base programmée;ratio;2,2;1,1;<2;<2;3,3;2017;<2;;
Budgets annexes;Contrôle et exploitation aériens;;;MXC.3 (P614.1);Concourir à la sécurité et à la sûreté de l'aviation civile;P614.1.1;Réduction des écarts à la réglementation grâce à des contrôles appropriés;Citoyen;Stratégique mission;Pourcentage des rapports d'audit émis moins de quarante-cinq jours après la fin de l'audit;%;93;92;95;95;96;2017;95;;
Budgets annexes;Contrôle et exploitation aériens;;;MXC.4 (P614.2);Limiter les impacts environnementaux du transport aérien;P614.2.1;Respect de la réglementation environnementale;Citoyen;Stratégique mission;Nombre d'infractions sanctionnées par l'ACNUSA;nombre;411;387;<=500;<=500;335;2017;<=500;;
Budgets annexes;Contrôle et exploitation aériens;;;MXC.4 (P614.2);Limiter les impacts environnementaux du transport aérien;P614.2.1;Respect de la réglementation environnementale;Citoyen;Stratégique mission;Taux de vols réalisés sur les 10 plus grandes plates-formes avec les avions les plus performants en termes d'émissions sonores;%;92,3;92,5;>=87;>=87;91,3;2017;>=90;;
Budgets annexes;Contrôle et exploitation aériens;;;MXC.5 (P613.2);Maîtriser l'équilibre recettes / dépenses et l'endettement du budget annexe;P613.2.1;Endettement / recettes d'exploitation;Contribuable;Stratégique mission;Endettement / recettes d'exploitation;%;67,4;67,4;61.7;61.7;60,4;2017;ND;;
Budgets annexes;Contrôle et exploitation aériens;;;MXC.1 (P613.1);Rendre un service de gestion des ressources humaines au meilleur coût;P613.1.1;Ratio d'efficience de la gestion des ressources humaines;Contribuable;Stratégique mission;Ratio d'efficience de la gestion des ressources humaines;%;2,77;2,71;2.77;2,73;2,53;2017;2.67;;
Budgets annexes;Contrôle et exploitation aériens;P613;Soutien aux prestations de l'aviation civile;P613.1;Rendre un service de gestion des ressources humaines au meilleur coût;P613.1.1;Ratio d'efficience de la gestion des ressources humaines;Contribuable;;Ratio d'efficience de la gestion des ressources humaines;%;2,77;2,71;2.77;2,73;2,53;2017;2.67;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P613;Soutien aux prestations de l'aviation civile;P613.2;Maîtriser l'équilibre recettes / dépenses et l'endettement du budget annexe;P613.2.1;Endettement / recettes d'exploitation;Contribuable;;Endettement / recettes d'exploitation;%;67,4;67,4;61.7;61.7;60,4;2017;ND;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P613;Soutien aux prestations de l'aviation civile;P613.3;S'assurer du recouvrement optimum des recettes du budget annexe;P613.3.1;Taux de recouvrement des recettes du budget annexe;Contribuable;;Taux de recouvrement de la RSTCA;%;88.99;88,42;89.15;89,15;88,46;2017;89.30;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P613;Soutien aux prestations de l'aviation civile;P613.3;S'assurer du recouvrement optimum des recettes du budget annexe;P613.3.1;Taux de recouvrement des recettes du budget annexe;Contribuable;;Taux de recouvrement de la TAC;%;96,96;95,98;97.15;96;96,32;2017;97.30;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P613;Soutien aux prestations de l'aviation civile;P613.4;Assurer la formation des ingénieurs, des techniciens de la sécurité aérienne et des élèves pilotes de ligne aux meilleures conditions économiques;P613.4.1;Coût de la formation des élèves;Contribuable;;Coût unitaire de la formation d'un élève ingénieur ENAC;€/élève;58 051;58 255;72 300;55 300;ND;2017;71 500;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P613;Soutien aux prestations de l'aviation civile;P613.4;Assurer la formation des ingénieurs, des techniciens de la sécurité aérienne et des élèves pilotes de ligne aux meilleures conditions économiques;P613.4.1;Coût de la formation des élèves;Contribuable;;Coût unitaire d'une formation pratique de pilote de ligne;€/élève;136 218;ND;124 700;SO;ND;2017;119 500;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P613;Soutien aux prestations de l'aviation civile;P613.5;Faire de l'ENAC une école de référence dans le domaine du transport aérien en France et à l'étranger;P613.5.1;Taux d'insertion professionnelle des élèves;Citoyen;;Taux d'insertion professionnelle des élèves civils ingénieurs (IENAC) six mois après la délivrance de leur diplôme;%;96;96;95;95;93;2017;95;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P613;Soutien aux prestations de l'aviation civile;P613.5;Faire de l'ENAC une école de référence dans le domaine du transport aérien en France et à l'étranger;P613.5.1;Taux d'insertion professionnelle des élèves;Citoyen;;Taux d'insertion professionnelle des élèves pilotes de ligne, un an après la délivrance de leur diplôme;%;61;51;>=70;;56;2017;>=75;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P613;Soutien aux prestations de l'aviation civile;P613.5;Faire de l'ENAC une école de référence dans le domaine du transport aérien en France et à l'étranger;P613.5.2;Taux d'élèves étrangers en formation initiale parmi les élèves non fonctionnaires;Citoyen;;Taux d'élèves étrangers en formation initiale parmi les élèves non fonctionnaires;%;59;45;60;50;53;2017;60;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P612;Navigation aérienne;P612.1;Assurer un haut niveau de sécurité de la navigation aérienne;P612.1.1;Nombre de croisements hors norme pour 100 000 vols;Usager;;Nombre de croisements hors norme pour 100 000 vols;nombre;0,14;0,11;<=0,20;0,2;0;2017;<=0,20;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P612;Navigation aérienne;P612.2;Maîtriser l'impact environnemental du trafic aérien;P612.2.1;Efficacité horizontale des vols (écart entre la trajectoire parcourue et la trajectoire directe des vols);Citoyen;;Écart moyen entre la trajectoire parcourue et la trajectoire directe des vols;%;3,48;3,39;<=2,8;3,3;3,24;2017;<=2,8;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P612;Navigation aérienne;P612.3;Améliorer la ponctualité des vols;P612.3.1;Niveau de retard moyen par vol pour cause ATC;Usager;;Pourcentage  de vols retardés pour cause ATC;%;8,1;9,7;<12;<12;8,3;2017;<12;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P612;Navigation aérienne;P612.3;Améliorer la ponctualité des vols;P612.3.1;Niveau de retard moyen par vol pour cause ATC;Usager;;Retard ATC moyen par vol contrôlé;minute;0,7;0,8;<1;<1;0,97;2017;<1;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P612;Navigation aérienne;P612.4;Améliorer l'efficacité économique des services de navigation aérienne;P612.4.1;Niveau du taux unitaire des redevances métropolitaines de navigation aérienne;Usager;;Taux France;€;64,76;65,92;70,15*;70,11;70,11;2017;70,65*;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P612;Navigation aérienne;P612.4;Améliorer l'efficacité économique des services de navigation aérienne;P612.4.1;Niveau du taux unitaire des redevances métropolitaines de navigation aérienne;Usager;;Taux moyen Etats limitrophes;€;79,58;77,84;-;83,01;83,08;2017;-;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P612;Navigation aérienne;P612.4;Améliorer l'efficacité économique des services de navigation aérienne;P612.4.1;Niveau du taux unitaire des redevances métropolitaines de navigation aérienne;Usager;;Ecart du taux unitaire de route français par rapport au taux unitaire moyen des sept Etats dont l'espace aérien est limitrophe de la France;€;-14,82;-11,92;-4;-12,9;-12,97;2017;-4;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P612;Navigation aérienne;P612.4;Améliorer l'efficacité économique des services de navigation aérienne;P612.4.1;Niveau du taux unitaire des redevances métropolitaines de navigation aérienne;Usager;;Taux RSTCA métropole;€;220,30;233,23;228,62;228,62;228,62;2017;225,14;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P612;Navigation aérienne;P612.4;Améliorer l'efficacité économique des services de navigation aérienne;P612.4.2;Évolution du coût unitaire des unités de service de navigation aérienne;Contribuable;;Evolution du coût unitaire de route français;%;-1,5;-0,5;5,53;0,7;-0,2 *;2017;1,87;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P612;Navigation aérienne;P612.4;Améliorer l'efficacité économique des services de navigation aérienne;P612.4.2;Évolution du coût unitaire des unités de service de navigation aérienne;Contribuable;;Evolution du coût unitaire de RSTCA métropole;%;0,3;3,8;0,17;0,19;0,4 *;2017;1,54;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P612;Navigation aérienne;P612.5;Améliorer le taux de couverture des coûts des services de navigation aérienne outre-mer par les redevances;P612.5.1;Taux de couverture des coûts des services de navigation aérienne outre-mer par la redevance pour services terminaux et la redevance océanique;Contribuable;;Taux de couverture des coûts des services de navigation aérienne outre-mer par la redevance pour services terminaux et la redevance océanique.;%;30,4;32,4;37;37;33;2017;37;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P614;Transports aériens, surveillance et certification;P614.1;Concourir à la sécurité et à la sûreté de l'aviation civile;P614.1.1;Réduction des écarts à la réglementation grâce à des contrôles appropriés;Citoyen;;Taux de réalisation des plans de surveillance conformément au programme initial;%;93;91;>=90;>90;93;2017;95;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P614;Transports aériens, surveillance et certification;P614.1;Concourir à la sécurité et à la sûreté de l'aviation civile;P614.1.1;Réduction des écarts à la réglementation grâce à des contrôles appropriés;Citoyen;;Nombre d'écarts significatifs à la réglementation détectés par organisme audité ou inspecté sur une base programmée;ratio;2,2;1,1;<2;<2;3,3;2017;<2;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P614;Transports aériens, surveillance et certification;P614.1;Concourir à la sécurité et à la sûreté de l'aviation civile;P614.1.1;Réduction des écarts à la réglementation grâce à des contrôles appropriés;Citoyen;;Pourcentage des rapports d'audit émis moins de quarante-cinq jours après la fin de l'audit;%;93;92;95;95;96;2017;95;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P614;Transports aériens, surveillance et certification;P614.1;Concourir à la sécurité et à la sûreté de l'aviation civile;P614.1.2;Nombre de contrôles ciblés d'aéronefs étrangers sur les aéroports français effectués annuellement rapporté au nombre total de contrôles;Citoyen;;Pourcentage de contrôles ciblés (a)/(b);%;41;37;40;40;33;2017;40;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P614;Transports aériens, surveillance et certification;P614.1;Concourir à la sécurité et à la sûreté de l'aviation civile;P614.1.2;Nombre de contrôles ciblés d'aéronefs étrangers sur les aéroports français effectués annuellement rapporté au nombre total de contrôles;Citoyen;;Contrôles ciblés (a);nombre;1006;787;-;-;671;2017;-;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P614;Transports aériens, surveillance et certification;P614.1;Concourir à la sécurité et à la sûreté de l'aviation civile;P614.1.2;Nombre de contrôles ciblés d'aéronefs étrangers sur les aéroports français effectués annuellement rapporté au nombre total de contrôles;Citoyen;;Total des contrôles (b);nombre;2467;2148;-;-;2043;2017;-;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P614;Transports aériens, surveillance et certification;P614.1;Concourir à la sécurité et à la sûreté de l'aviation civile;P614.1.3;Efficacité dans la conduite des enquêtes techniques de sécurité et dans l'exploitation de leurs résultats;Citoyen;;Part des enquêtes clôturées moins d'un an après la survenance de l'accident ou de l'incident;%;66;47;70;70;46;2017;70;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P614;Transports aériens, surveillance et certification;P614.1;Concourir à la sécurité et à la sûreté de l'aviation civile;P614.1.3;Efficacité dans la conduite des enquêtes techniques de sécurité et dans l'exploitation de leurs résultats;Citoyen;;Taux de prise en compte des recommandations de sécurité;%;94;94;90;90;95;2017;90;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P614;Transports aériens, surveillance et certification;P614.2;Limiter les impacts environnementaux du transport aérien;P614.2.1;Respect de la réglementation environnementale;Citoyen;;Nombre d'infractions sanctionnées par l'ACNUSA;nombre;411;387;<=500;<=500;335;2017;<=500;MIN23;Écologie, développement durable et énergie
Budgets annexes;Contrôle et exploitation aériens;P614;Transports aériens, surveillance et certification;P614.2;Limiter les impacts environnementaux du transport aérien;P614.2.1;Respect de la réglementation environnementale;Citoyen;;Taux de vols réalisés sur les 10 plus grandes plates-formes avec les avions les plus performants en termes d'émissions sonores;%;92,3;92,5;>=87;>=87;91,3;2017;>=90;MIN23;Écologie, développement durable et énergie
Budgets annexes;Publications officielles et information administrative;P623;Édition et diffusion;P623.1;Moderniser la diffusion légale en développant l'offre numérique et rendre plus efficace la contribution à l'information administrative;P623.1.1;Progression du nombre de visiteurs uniques sur les nouveaux sites internet (site « BOAMP » );Usager;;Nombre de visiteurs sur le site BOAMP;Visiteurs uniques;149 000;174 000;160 000;;164 098;2017;170 000;MIN12;Services du Premier ministre
Budgets annexes;Publications officielles et information administrative;P623;Édition et diffusion;P623.1;Moderniser la diffusion légale en développant l'offre numérique et rendre plus efficace la contribution à l'information administrative;P623.1.2;"Satisfaction des visiteurs du portail ""service-public.fr""";Usager;;Taux de satisfaction des visiteurs;%;95,5;94;95;94;94;2017;95;MIN12;Services du Premier ministre
Budgets annexes;Publications officielles et information administrative;P623;Édition et diffusion;P623.1;Moderniser la diffusion légale en développant l'offre numérique et rendre plus efficace la contribution à l'information administrative;P623.1.2;"Satisfaction des visiteurs du portail ""service-public.fr""";Usager;;"Nombre total de visites sur le portail ""service-public.fr""";millions;217,5;261,9;221;283;285,5;2017;240;MIN12;Services du Premier ministre
Budgets annexes;Publications officielles et information administrative;P623;Édition et diffusion;P623.1;Moderniser la diffusion légale en développant l'offre numérique et rendre plus efficace la contribution à l'information administrative;P623.1.2;"Satisfaction des visiteurs du portail ""service-public.fr""";Usager;;"Nombre total de visites ""satisfaites"" sur le portail ""service-public.fr""";millions;207,7;246,2;210;266;268,4;2017;228;MIN12;Services du Premier ministre
Budgets annexes;Publications officielles et information administrative;P623;Édition et diffusion;P623.2;Optimiser la production et la diffusion des données;P623.2.1;Coût unitaire de la visite sur les sites « Légifrance » et « Service-Public »;Contribuable;;Coût unitaire de la visite sur le site Légifrance;€;0,20;0,16;0,21;0,16;ND;2017;0,25;MIN12;Services du Premier ministre
Budgets annexes;Publications officielles et information administrative;P623;Édition et diffusion;P623.2;Optimiser la production et la diffusion des données;P623.2.1;Coût unitaire de la visite sur les sites « Légifrance » et « Service-Public »;Contribuable;;Coût unitaire de la visite sur le portail Service-Public;€;0,02;0,017;0,04;0,033;ND;2017;0,05;MIN12;Services du Premier ministre
Budgets annexes;Publications officielles et information administrative;P623;Édition et diffusion;P623.2;Optimiser la production et la diffusion des données;P623.2.2;"Coût unitaire du renseignement téléphonique sur le ""39-39""";Contribuable;;Coût unitaire d'un renseignement par téléphone;€;5,20;4,82;5,30;3,83;ND;2017;5,5;MIN12;Services du Premier ministre
Budgets annexes;Publications officielles et information administrative;P623;Édition et diffusion;P623.2;Optimiser la production et la diffusion des données;P623.2.3;Coût moyen de la page imprimée;Contribuable;;Coût moyen de la page imprimée;€;0,036;0,028;0,035;0,028;ND;2017;0,034;MIN12;Services du Premier ministre
Budgets annexes;Publications officielles et information administrative;P623;Édition et diffusion;P623.2;Optimiser la production et la diffusion des données;P623.2.4;Attractivité commerciale des publications (nouveautés et nouvelles éditions);Contribuable;;Chiffre d'affaires moyen par titre;Milliers d'euros;22,7;24;24;24;24,1;2017;23;MIN12;Services du Premier ministre
Budgets annexes;Publications officielles et information administrative;P623;Édition et diffusion;P623.2;Optimiser la production et la diffusion des données;P623.2.5;Contribution au développement de l'accès des PME à la commande publique;Usager;;Comptes ouverts sur le site BOAMP;Nombre;62 900;;110 000;;128 326;2017;135 000;MIN12;Services du Premier ministre
Budgets annexes;Publications officielles et information administrative;P624;Pilotage et ressources humaines;P624.1;Optimiser les fonctions soutien;P624.1.1;Ratio d'efficience bureautique;Contribuable;;Ratio d'efficience bureautique;euros/poste;811;892;790;1 008;1 041;2017;740;MIN12;Services du Premier ministre
Budgets annexes;Publications officielles et information administrative;P624;Pilotage et ressources humaines;P624.1;Optimiser les fonctions soutien;P624.1.2;Ratio d'efficience de la gestion des ressources humaines;Contribuable;;Ratio d'efficience de la gestion des ressources humaines;%;2,54;2,7;2,35;2,46;2,72;2017;2,28;MIN12;Services du Premier ministre
Budgets annexes;Publications officielles et information administrative;P624;Pilotage et ressources humaines;P624.1;Optimiser les fonctions soutien;P624.1.3;Part des bénéficiaires de l'obligation d'emploi prévue par la loi n°87-5217 du 10 juillet 1987;Citoyen;;Part des bénéficiaires de l'obligation d'emploi prévue par la loi n°87-5217 du 10 juillet 1987;%;3,71;3,98;3,90;4;4,1;2017;4;MIN12;Services du Premier ministre
Budgets annexes;Publications officielles et information administrative;P624;Pilotage et ressources humaines;P624.2;Rationaliser l'occupation du parc immobilier;P624.2.1;Efficience de la gestion immobilière;Contribuable;;Ratio SUN / SUB;%;51;51;52;;52;2017;52;MIN12;Services du Premier ministre
Budgets annexes;Publications officielles et information administrative;P624;Pilotage et ressources humaines;P624.2;Rationaliser l'occupation du parc immobilier;P624.2.1;Efficience de la gestion immobilière;Contribuable;;Ratio SUN / poste de travail;m²/poste;10,94;11,29;11,43;11,3;11,14;2017;11,25;MIN12;Services du Premier ministre
Budgets annexes;Publications officielles et information administrative;P624;Pilotage et ressources humaines;P624.2;Rationaliser l'occupation du parc immobilier;P624.2.1;Efficience de la gestion immobilière;Contribuable;;Ratio Entretien courant / SUB;€;41;24,2;22;24,5;22,75;2017;20;MIN12;Services du Premier ministre
Budgets annexes;Publications officielles et information administrative;P624;Pilotage et ressources humaines;P624.2;Rationaliser l'occupation du parc immobilier;P624.2.1;Efficience de la gestion immobilière;Contribuable;;Ratio Entretien lourd / SUB;€;38,5;46,6;19,3;30,6;16,82;2017;16;MIN12;Services du Premier ministre
Budgets annexes;Publications officielles et information administrative;P624;Pilotage et ressources humaines;P624.2;Rationaliser l'occupation du parc immobilier;P624.2.1;Efficience de la gestion immobilière;Contribuable;;Coût des travaux structurants;€;0;0;0;;0;2017;0;MIN12;Services du Premier ministre
Comptes d'affectation spéciale;Aides à l'acquisition de véhicules propres;P791;Contribution au financement de l'attribution d'aides à l'acquisition de véhicules propres;P791.1;Réduction des émissions moyennes de CO2 des véhicules neufs;P791.1.1;Emissions moyennes de CO2 des véhicules neufs;Citoyen;;Emissions moyennes de CO2 des véhicules neufs;g/km;117;114;109;110;111,2;2017;102;MIN23;Écologie, développement durable et énergie
Comptes d'affectation spéciale;Aides à l'acquisition de véhicules propres;P792;Contribution au financement de l'attribution d'aides au retrait de véhicules polluants;P792.1;Retirer du marché les véhicules les plus polluants;P792.1.1;Nombre de véhicules bénéficiaires d'aides au retrait de véhicules polluants;Citoyen;;Nombre de voitures ayant bénéficié d'aides au retrait de véhicules polluants;nombre;5893;2642;/;SO;3230;2017;/;MIN23;Écologie, développement durable et énergie
Comptes d'affectation spéciale;Contrôle de la circulation et du stationnement routiers;P751;Radars;P751.1;Assurer l'efficacité du système de contrôle automatisé, en termes de respect des règles du code de la route et en termes de gestion;P751.1.1;Évolution des vitesses moyennes;Citoyen;;Évolution des vitesses moyennes;km/h;78,7;79,8;78,3;79,3;80,1;2017;77;MIN09;Intérieur
Comptes d'affectation spéciale;Contrôle de la circulation et du stationnement routiers;P751;Radars;P751.1;Assurer l'efficacité du système de contrôle automatisé, en termes de respect des règles du code de la route et en termes de gestion;P751.1.2;Taux d'avis de contravention par rapport au nombre d'infractions relevées par les dispositifs de contrôle des vitesses;Citoyen;;Pourcentage relatif seulement aux immatriculations françaises;%;76,5;75,6;73;75;77,1;2017;75;MIN09;Intérieur
Comptes d'affectation spéciale;Contrôle de la circulation et du stationnement routiers;P751;Radars;P751.1;Assurer l'efficacité du système de contrôle automatisé, en termes de respect des règles du code de la route et en termes de gestion;P751.1.2;Taux d'avis de contravention par rapport au nombre d'infractions relevées par les dispositifs de contrôle des vitesses;Citoyen;;Pourcentage relatif aux immatriculations étrangères;%;77,5;76,5;71;74;80,9;2017;73;MIN09;Intérieur
Comptes d'affectation spéciale;Contrôle de la circulation et du stationnement routiers;P751;Radars;P751.1;Assurer l'efficacité du système de contrôle automatisé, en termes de respect des règles du code de la route et en termes de gestion;P751.1.3;Disponibilité des radars;Citoyen;;Taux de disponibilité des radars;%;86,5;92,6;93;93;92,3;2017;93;MIN09;Intérieur
Comptes d'affectation spéciale;Contrôle de la circulation et du stationnement routiers;P752;Fichier national du permis de conduire;P752.1;Assurer la gestion des droits à conduire et l'information des titulaires de permis de conduire quant à leur solde de points;P752.1.1;Nombre total de lettres de restitution et de retrait de points;Citoyen;;Nombre total de lettres de restitutions de points par rapport à l'année antérieure (lettre 46);nombre;7 884 281;7 313 905;8 400 000;7 500 000;8 445 823;2017;9 170 000;MIN09;Intérieur
Comptes d'affectation spéciale;Contrôle de la circulation et du stationnement routiers;P752;Fichier national du permis de conduire;P752.1;Assurer la gestion des droits à conduire et l'information des titulaires de permis de conduire quant à leur solde de points;P752.1.1;Nombre total de lettres de restitution et de retrait de points;Citoyen;;Nombre total de lettres de retrait de points par rapport à l'année antérieure (lettre 48).;nombre;8 086 526;7 974 407;8 600 000;7 800 000;7 795 693;2017;9 400 000;MIN09;Intérieur
Comptes d'affectation spéciale;Contrôle de la circulation et du stationnement routiers;P753;Contrôle et modernisation de la politique de la circulation et du stationnement routiers;P753.1;Assurer le déploiement de la généralisation du procès-verbal électronique au sein des services de l'Etat;P753.1.1;Part des procès-verbaux électroniques dans les contraventions de police de la circulation dressés par les services de l'Etat;Contribuable;;Part des procès-verbaux électroniques de l'année N par rapport au total des procès-verbaux dressés en N-1 (en volume);%;62;77;90;SO;83,3;2017;90;MIN09;Intérieur
Comptes d'affectation spéciale;Contrôle de la circulation et du stationnement routiers;P754;Contribution à l'équipement des collectivités territoriales pour l'amélioration des transports en commun, de la sécurité et de la circulation routières;;;;;;;;;;;;;;;;MIN09;Intérieur
Comptes d'affectation spéciale;Contrôle de la circulation et du stationnement routiers;P755;Désendettement de l'État;;;;;;;;;;;;;;;;MIN07;Finances et comptes publics
Comptes d'affectation spéciale;Développement agricole et rural;P775;Développement et transfert en agriculture;P775.1;Orienter les structures chargées du conseil aux agriculteurs vers le développement et la diffusion de systèmes de production innovants et performants à la fois du point de vue économique, environnemental et sanitaire;P775.1.1;"Pourcentage d'ETP consacrés aux thématiques ""Conception et conduite de systèmes de production basés sur les principes de l'agro-écologie"", ""Anticipation et adaptation aux dynamiques globales de changement"" du Programme national de développement agricole et rural, par les organismes bénéficiaires du programme 775";Citoyen;;Pourcentage d'ETP consacrés aux thématiques prioritaires du PNDAR par les organismes bénéficiaires du programme 775;%;NC;NC;50;50;67,4;2017;55;MIN03;Agriculture, agroalimentaire et forêt
Comptes d'affectation spéciale;Développement agricole et rural;P776;Recherche appliquée et innovation en agriculture;P776.1;Renforcer l'orientation des appels à projets et des programmes pluriannuels sur les priorités des politiques publiques portées par le ministère chargé de l'agriculture;P776.1.1;Part des financements correspondant aux priorités retenues pour l'évolution qualitative;Citoyen;;Programmes pluriannuels : part des financements portant principalement sur des problématiques de développement durable pour la compétitivité de l'agriculture;%;78,2;89,9;82,0;90;89,9;2017;85;MIN03;Agriculture, agroalimentaire et forêt
Comptes d'affectation spéciale;Développement agricole et rural;P776;Recherche appliquée et innovation en agriculture;P776.1;Renforcer l'orientation des appels à projets et des programmes pluriannuels sur les priorités des politiques publiques portées par le ministère chargé de l'agriculture;P776.1.1;Part des financements correspondant aux priorités retenues pour l'évolution qualitative;Citoyen;;Appel à projets : part des financements impliquant une unité mixte technologique (UMT) ou un réseau mixte thématique (RMT);%;52,9;52,8;55,0;55;61;2017;57;MIN03;Agriculture, agroalimentaire et forêt
Comptes d'affectation spéciale;Financement des aides aux collectivités pour l'électrification rurale;P793;Électrification rurale;P793.1;Renforcement des réseaux basse tension;P793.1.1;Coût moyen du km de fil;Contribuable;;Coût moyen du km de câble souterrain posé;€;12 910;12 910;12 500;12 677;23 240;2017;12 000;MIN23;Écologie, développement durable et énergie
