GESTION;2016;;;;;;;;;;;;
Type budget;Budget général;;;;;;;;;;;;
;;;;;;;;;;;;;
CP;;;;;;TITRE;;;;;;;
Ministère;Libellé ministère;Programme;Libellé programme;Action;Libellé action;T1;T2;T3;T4;T5;T6;T7;Total général
70;Défense;212;Soutien de la politique de la défense;06;Politiques des ressources humaines;;-61 884;129 390 311;;238 769;274 853;;129 842 049
70;Défense;212;Soutien de la politique de la défense;08;Politique culturelle et éducative;;52;21 158 914;;28 825;750 011;16 154 800;38 092 602
70;Défense;212;Soutien de la politique de la défense;10;Restructurations;;-1 640;17 245 845;;85 607 504;22 427 809;;125 279 518
70;Défense;212;Soutien de la politique de la défense;11;Pilotage, soutien et communication;;238 135;351 381 628;;106 707 565;91 200;;458 418 528
70;Défense;212;Soutien de la politique de la défense;50;"Recherche et exploitation du renseignement intéressant la sécurité de la France - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";;504 666 192;;;;;;504 666 192
70;Défense;212;Soutien de la politique de la défense;51;"Prospective de défense - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";;20 207 731;;;;;;20 207 731
70;Défense;212;Soutien de la politique de la défense;52;Relations internationales;;68 200 773;;;;;;68 200 773
70;Défense;212;Soutien de la politique de la défense;53;"Préparation et conduite des opérations d'armement - Personnel travaillant  pour le programme  ""Équipement des forces """;;1 928 159 189;;;;;;1 928 159 189
70;Défense;212;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";;1 214 673 607;701;;;;;1 214 674 308
70;Défense;212;Soutien de la politique de la défense;55;"Préparation des forces terrestres - Personnel travaillant pour le programme ""Préparation et emploi des forces""";;6 273 311 834;;;;;;6 273 311 834
70;Défense;212;Soutien de la politique de la défense;56;"Préparation des forces navales - Personnel travaillant pour le programme ""Préparation et emploi des forces""";;2 354 570 635;;;;;;2 354 570 635
70;Défense;212;Soutien de la politique de la défense;57;"Préparation des forces aériennes- Personnel travaillant pour le programme ""Préparation et emploi des forces""";;2 393 490 210;136;;;;;2 393 490 346
70;Défense;212;Soutien de la politique de la défense;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";;2 805 812 640;-3 585;;;;;2 805 809 055
70;Défense;212;Soutien de la politique de la défense;59;"Surcoûts liés aux opérations - Personnel travaillant pour le programme ""Préparation et emploi des forces""";;396 019 719;;;;;;396 019 719
70;Défense;212;Soutien de la politique de la défense;60;"Politique immobilière - Personnel travaillant pour l'action ""Politique immobilière""";;435 110 355;;;;;;435 110 355
70;Défense;212;Soutien de la politique de la défense;61;"Politiques des ressources humaines - Personnel travaillant pour l'action ""Politiques des ressources""";;304 847 468;14 889;;;;;304 862 357
70;Défense;212;Soutien de la politique de la défense;62;"Politique culturelle et éducative - gestion et communication des archives historiques de la défense - Personnel travaillant pour l'action ""Politique culturelle et éducative""";;34 068 624;;;;;;34 068 624
70;Défense;212;Soutien de la politique de la défense;63;"Restructurations - Personnel travaillant pour l'action ""Restructurations""";;154 128 063;;;;;;154 128 063
70;Défense;212;Soutien de la politique de la défense;64;"Pilotage, soutien  -  Personnel travaillant pour l'action "" Pilotage, soutien """;;401 185 840;;;;;;401 185 840
70;Défense;212;Soutien de la politique de la défense;65;"Journée défense et citoyenneté - Personnel travaillant pour le programme ""Liens entre la Nation et son armée""";;73 537 475;;;;;;73 537 475
70;Défense;212;Soutien de la politique de la défense;66;Rayonnement et contribution extérieure;;82 220 824;;;;;;82 220 824
70;Défense;212;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;;80 564 741;65 880;;;;;80 630 621
