GESTION;2015;;;;;;;;;;;;
Type budget;Budget général;;;;;;;;;;;;
;;;;;;;;;;;;;
CP;;;;;;TITRE;;;;;;;
Ministère;Libellé ministère;Programme;Libellé programme;Action;Libellé action;T1;T2;T3;T4;T5;T6;T7;Total général
56;Affaires sociales, santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;17;Financement des agences régionales de santé;;;569 694 870;;;;;569 694 870
56;Affaires sociales, santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;18;Personnels mettant en oeuvre les politiques sociales et de la santé;;255 626 369;;;;0;;255 626 369
56;Affaires sociales, santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;19;Personnels mettant en oeuvre les politiques du sport, de la jeunesse, de l'éducation populaire et de la vie associative;;292 705 146;;;;;;292 705 146
56;Affaires sociales, santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;20;Personnels mettant en oeuvre les politiques pour les droits des femmes;;12 277 151;;;;;;12 277 151
56;Affaires sociales, santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;21;Personnels mettant en œuvre les politiques de la ville, du logement et de l'hébergement;;40 434 487;;;;;;40 434 487
56;Affaires sociales, santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;22;Personnels transversaux et de soutien;;123 995 109;;;;;;123 995 109
56;Affaires sociales, santé et droits des femmes;124;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;23;Autres dépenses de personnel;;9 007;19 440 793;;;123 858;;19 573 658
56;Affaires sociales, santé et droits des femmes;137;Égalité entre les femmes et les hommes;11;Egalité entre les femmes et les hommes dans la vie professionnelle, économique, politique et sociale;;;85 889;;;1 780 769;;1 866 658
56;Affaires sociales, santé et droits des femmes;137;Égalité entre les femmes et les hommes;12;Promotion des droits, prévention et lutte contre les violences sexistes;;;1 492 837;;;13 051 301;;14 544 138
56;Affaires sociales, santé et droits des femmes;137;Égalité entre les femmes et les hommes;13;Soutien du programme égalité entre les hommes et les femmes;;;1 394 154;;;9 564;;1 403 718
56;Affaires sociales, santé et droits des femmes;137;Égalité entre les femmes et les hommes;14;Actions de soutien, d'expérimentation en faveur de l’égalité entre les femmes et les hommes ;;;403 601;;;2 989 374;;3 392 975
56;Affaires sociales, santé et droits des femmes;137;Égalité entre les femmes et les hommes;15;Prévention et lutte contre la prostitution et la traite des êtres humains;;;262 652;;;1 921 052;;2 183 704
56;Affaires sociales, santé et droits des femmes;157;Handicap et dépendance;01;Évaluation et orientation personnalisée des personnes handicapées;;;634 548;;;68 013 921;;68 648 469
56;Affaires sociales, santé et droits des femmes;157;Handicap et dépendance;02;Incitation à l'activité professionnelle;;;1 073 328;;;2 732 421 066;;2 733 494 394
56;Affaires sociales, santé et droits des femmes;157;Handicap et dépendance;03;Ressources d'existence;;;;;;9 079 700 000;;9 079 700 000
56;Affaires sociales, santé et droits des femmes;157;Handicap et dépendance;04;Compensation des conséquences du handicap;;;81 223;;;21 762 816;;21 844 039
56;Affaires sociales, santé et droits des femmes;157;Handicap et dépendance;05;Personnes âgées;;;603 545;;;2 881 206;;3 484 751
56;Affaires sociales, santé et droits des femmes;157;Handicap et dépendance;06;Pilotage du programme;;;1 699 306;;;2 756 501;;4 455 807
56;Affaires sociales, santé et droits des femmes;183;Protection maladie;02;Aide médicale de l'Etat;;;407 589;;;764 301 838;;764 709 427
56;Affaires sociales, santé et droits des femmes;183;Protection maladie;03;Fonds d'indemnisation des victimes de l'amiante;;;;;;9 200 000;;9 200 000
56;Affaires sociales, santé et droits des femmes;204;Prévention, sécurité sanitaire et offre de soins;11;Pilotage de la politique de santé publique;;;71 832 288;;0;11 815 198;;83 647 486
56;Affaires sociales, santé et droits des femmes;204;Prévention, sécurité sanitaire et offre de soins;12;Accès à la santé et éducation à la santé;;;22 313 309;;;995 639;;23 308 948
56;Affaires sociales, santé et droits des femmes;204;Prévention, sécurité sanitaire et offre de soins;13;Prévention des risques infectieux et des risques liés aux soins;;;1 096 778;;;6 465 665;;7 562 443
56;Affaires sociales, santé et droits des femmes;204;Prévention, sécurité sanitaire et offre de soins;14;Prévention des maladies chroniques et qualité de vie des malades;;;40 314 170;;;5 284 818;;45 598 988
56;Affaires sociales, santé et droits des femmes;204;Prévention, sécurité sanitaire et offre de soins;15;Prévention des risques liés à l'environnement, au travail et à l'alimentation;;;14 747 220;;;4 021 310;;18 768 530
56;Affaires sociales, santé et droits des femmes;204;Prévention, sécurité sanitaire et offre de soins;16;Réponse aux alertes et gestion des urgences, des situations exceptionnelles et des crises sanitaires;;;8 843 412;;;200 000;;9 043 412
56;Affaires sociales, santé et droits des femmes;204;Prévention, sécurité sanitaire et offre de soins;17;Qualité, sécurité et gestion des produits de santé et du corps humain;;;125 890 931;;;3 757 390;;129 648 321
56;Affaires sociales, santé et droits des femmes;204;Prévention, sécurité sanitaire et offre de soins;18;Projets régionaux de santé;;;;;;123 346 897;;123 346 897
56;Affaires sociales, santé et droits des femmes;204;Prévention, sécurité sanitaire et offre de soins;19;Modernisation de l'offre de soins;;;1 307 488;;;35 384 025;;36 691 513
56;Affaires sociales, santé et droits des femmes;304;Inclusion sociale, protection des personnes et économie sociale et solidaire;11;Revenu de solidarité active;;;0;;;2 525 332 457;;2 525 332 457
56;Affaires sociales, santé et droits des femmes;304;Inclusion sociale, protection des personnes et économie sociale et solidaire;12;Economie sociale et solidaire;;;227 735;;;3 950 080;;4 177 815
56;Affaires sociales, santé et droits des femmes;304;Inclusion sociale, protection des personnes et économie sociale et solidaire;13;Autres expérimentations;;0;123 930;;;766 250;;890 180
56;Affaires sociales, santé et droits des femmes;304;Inclusion sociale, protection des personnes et économie sociale et solidaire;14;Aide alimentaire;;;0;;;45 621 341;;45 621 341
56;Affaires sociales, santé et droits des femmes;304;Inclusion sociale, protection des personnes et économie sociale et solidaire;15;Qualification en travail social;;;22 978;;;5 945 051;;5 968 029
56;Affaires sociales, santé et droits des femmes;304;Inclusion sociale, protection des personnes et économie sociale et solidaire;16;Protection juridique des majeurs;;;128 698;;;239 248 807;;239 377 505
56;Affaires sociales, santé et droits des femmes;304;Inclusion sociale, protection des personnes et économie sociale et solidaire;17;Protection et accompagnement des enfants, des jeunes et des familles vulnérables;;;3 351 594;;;21 916 668;;25 268 262
58;Décentralisation et fonction publique;119;Concours financiers aux collectivités territoriales et à leurs groupements;01;Soutien aux projets des communes et groupements de communes;;;-1 422 567;;;648 239 476;;646 816 909
58;Décentralisation et fonction publique;119;Concours financiers aux collectivités territoriales et à leurs groupements;02;Dotation générale de décentralisation des communes;;;0;;;114 296 313;;114 296 313
58;Décentralisation et fonction publique;119;Concours financiers aux collectivités territoriales et à leurs groupements;03;Soutien aux projets des départements;;;;;;208 866 163;;208 866 163
58;Décentralisation et fonction publique;119;Concours financiers aux collectivités territoriales et à leurs groupements;04;Dotation générale de décentralisation des départements;;;;;;263 771 606;;263 771 606
58;Décentralisation et fonction publique;119;Concours financiers aux collectivités territoriales et à leurs groupements;05;Dotation générale de décentralisation des régions;;;;;;993 792 863;;993 792 863
58;Décentralisation et fonction publique;119;Concours financiers aux collectivités territoriales et à leurs groupements;06;Dotation générale de décentralisation concours particuliers;;;;;;224 028 206;;224 028 206
58;Décentralisation et fonction publique;120;Concours financiers aux départements;01;Aides à l'équipement des départements;;;;;;0;;0
58;Décentralisation et fonction publique;120;Concours financiers aux départements;02;Dotation générale de décentralisation;;;;;;0;;0
58;Décentralisation et fonction publique;121;Concours financiers aux régions;02;Dotation générale de décentralisation;;;;;;0;;0
58;Décentralisation et fonction publique;148;Fonction publique;01;Formation des fonctionnaires;;157 445;72 881 343;;0;5 000 418;;78 039 206
58;Décentralisation et fonction publique;148;Fonction publique;02;Action sociale interministérielle;;;105 407 932;;6 559 487;3 427 535;;115 394 954
70;Défense;144;Environnement et prospective de la politique de défense;03;Recherche et exploitation du renseignement intéressant la sécurité de la France;;0;157 197 105;;130 874 057;82 500;;288 153 662
70;Défense;144;Environnement et prospective de la politique de défense;07;Prospective de défense;;0;994 737 400;;7 333 188;22 390 658;0;1 024 461 246
70;Défense;144;Environnement et prospective de la politique de défense;08;Relations internationales et diplomatie de défense;;0;7 357 029;;;24 860 591;4 610;32 222 230
70;Défense;146;Équipement des forces;06;Dissuasion;;;397 331 739;;2 032 141 012;5 000;;2 429 477 751
70;Défense;146;Équipement des forces;07;Commandement et maîtrise de l'information;;;621 952 358;;1 074 303 784;8 331 500;;1 704 587 642
70;Défense;146;Équipement des forces;08;Projection - mobilité - soutien;;;228 833 806;;777 177 622;107 582;;1 006 119 010
70;Défense;146;Équipement des forces;09;Engagement et combat;;;703 838 775;;2 913 309 977;10 090 628;;3 627 239 380
70;Défense;146;Équipement des forces;10;Protection et sauvegarde;;;1 003 345 523;;162 984 362;2 315 668;;1 168 645 553
70;Défense;146;Équipement des forces;11;Préparation et conduite des opérations d'armement;;0;211 317 493;;44 886 207;-894 992;;255 308 708
70;Défense;146;Équipement des forces;12;Parts étrangères et programmes civils;;;9 912 363;;8 804 862;;;18 717 225
70;Défense;167;Liens entre la Nation et son armée;01;Journée défense et citoyenneté;;0;18 810 022;;0;40 000;;18 850 022
70;Défense;167;Liens entre la Nation et son armée;02;Politique de mémoire;;;3 172 731;;0;19 528 340;;22 701 071
70;Défense;169;Reconnaissance et réparation en faveur du monde combattant;01;Administration de  la dette viagère;;;;;;2 011 359 130;;2 011 359 130
70;Défense;169;Reconnaissance et réparation en faveur du monde combattant;02;Gestion  des droits liés aux pensions militaires d'invalidité;;;4 970 022;;;142 996 961;;147 966 983
70;Défense;169;Reconnaissance et réparation en faveur du monde combattant;03;Solidarité;;;68 716 890;;;277 707 494;350 000;346 774 384
70;Défense;169;Reconnaissance et réparation en faveur du monde combattant;06;Réparation des conséquences sanitaires des essais nucléaires français;;;;;;0;;0
70;Défense;169;Reconnaissance et réparation en faveur du monde combattant;07;Actions en faveur des rapatriés;;;0;;0;17 201 000;0;17 201 000
70;Défense;178;Préparation et emploi des forces;01;Planification  des moyens et conduite des opérations;;0;256 459 129;;58 895 699;112 877 917;;428 232 745
70;Défense;178;Préparation et emploi des forces;02;Préparation des forces terrestres;;-1 036;1 389 966 014;;93 948 109;5 562 798;;1 489 475 885
70;Défense;178;Préparation et emploi des forces;03;Préparation des forces navales;;0;1 863 112 117;;140 147 556;6 179 187;-62 192;2 009 376 668
70;Défense;178;Préparation et emploi des forces;04;Préparation des forces aériennes;;0;2 042 324 865;0;27 279 921;1 626 496;0;2 071 231 282
70;Défense;178;Préparation et emploi des forces;05;Logistique et soutien interarmées;;0;1 533 365 599;0;79 694 094;28 201;;1 613 087 894
70;Défense;178;Préparation et emploi des forces;06;Surcoûts liés aux opérations extérieures;;0;414 497 717;0;641 490;25 778 022;1 800;440 919 029
70;Défense;178;Préparation et emploi des forces;07;Surcoûts liés aux opérations intérieures;;0;0;;;0;;0
70;Défense;191;Recherche duale (civile et militaire);01;Recherche duale en sciences du vivant;;;11 343 304;;;;;11 343 304
70;Défense;191;Recherche duale (civile et militaire);02;Recherche duale en sciences et techniques de l'information et de la communication;;;4 439 050;;;0;;4 439 050
70;Défense;191;Recherche duale (civile et militaire);03;Recherche duale dans le domaine aérospatial;;;;;;;150 850 997;150 850 997
70;Défense;191;Recherche duale (civile et militaire);04;Autres recherches et développements technologiques duaux;;;17 101 753;;;;;17 101 753
70;Défense;212;Soutien de la politique de la défense;00;Pour affichage au RAP 2015 du P212 de la conso T2 2014 des P144, P146, P167 et P178;;0;;;;;;0
70;Défense;212;Soutien de la politique de la défense;04;Politique immobilière;;984;645 522 123;;455 711 553;4 865 000;;1 106 099 660
70;Défense;212;Soutien de la politique de la défense;05;Systèmes d'information, d'administration et de gestion;;22 880;112 214 946;;29 708 127;;;141 945 953
70;Défense;212;Soutien de la politique de la défense;06;Politiques des ressources humaines;;-1 427 548;136 787 333;;644 643;536 143;;136 540 571
70;Défense;212;Soutien de la politique de la défense;08;Politique culturelle et éducative;;504;21 819 830;;24 500;841 672;5 019 289;27 705 795
70;Défense;212;Soutien de la politique de la défense;10;Restructurations;;0;19 216 690;;92 585 920;30 442 117;4 600 000;146 844 727
70;Défense;212;Soutien de la politique de la défense;11;Pilotage, soutien et communication;;577 163;332 474 097;;141 997 206;50 933;;475 099 399
70;Défense;212;Soutien de la politique de la défense;50;"Recherche et exploitation du renseignement intéressant la sécurité de la France - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";;483 254 440;;;;;;483 254 440
70;Défense;212;Soutien de la politique de la défense;51;"Prospective de défense - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";;51 717 202;;;;;;51 717 202
70;Défense;212;Soutien de la politique de la défense;52;"Relations internationales - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";;71 389 118;;;;;;71 389 118
70;Défense;212;Soutien de la politique de la défense;53;"Préparation et conduite des opérations d'armement - Personnel travaillant  pour le programme  ""Équipement des forces """;;1 936 856 619;;;;;;1 936 856 619
70;Défense;212;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";;1 199 304 657;-1 580;;;;;1 199 303 077
70;Défense;212;Soutien de la politique de la défense;55;"Préparation des forces terrestres - Personnel travaillant pour le programme ""Préparation et emploi des forces""";;6 083 783 376;;;;;;6 083 783 376
70;Défense;212;Soutien de la politique de la défense;56;"Préparation des forces navales - Personnel travaillant pour le programme ""Préparation et emploi des forces""";;2 253 525 477;-882;;;;;2 253 524 595
70;Défense;212;Soutien de la politique de la défense;57;"Préparation des forces aériennes- Personnel travaillant pour le programme ""Préparation et emploi des forces""";;2 396 930 347;7;;;;;2 396 930 354
70;Défense;212;Soutien de la politique de la défense;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";;2 924 188 519;-1 215;;;;;2 924 187 304
70;Défense;212;Soutien de la politique de la défense;59;"Surcoûts liés aux opérations - Personnel travaillant pour le programme ""Préparation et emploi des forces""";;376 606 563;;;;;;376 606 563
70;Défense;212;Soutien de la politique de la défense;60;"Politique immobilière - Personnel travaillant pour l'action ""Politique immobilière""";;402 173 540;-2 755;;;;;402 170 785
70;Défense;212;Soutien de la politique de la défense;61;"Politiques des ressources humaines - Personnel travaillant pour l'action ""Politiques des ressources""";;303 991 043;29 778;;;;;304 020 821
70;Défense;212;Soutien de la politique de la défense;62;"Politique culturelle et éducative - gestion et communication des archives historiques de la défense - Personnel travaillant pour l'action ""Politique culturelle et éducative""";;35 033 109;;;;;;35 033 109
70;Défense;212;Soutien de la politique de la défense;63;"Restructurations - Personnel travaillant pour l'action ""Restructurations""";;183 690 362;;;;;;183 690 362
70;Défense;212;Soutien de la politique de la défense;64;"Pilotage, soutien et communication -  Personnel travaillant pour l'action ""Pilotage, soutien et communication""";;565 021 948;;;;;;565 021 948
70;Défense;212;Soutien de la politique de la défense;65;"Journée défense et citoyenneté - Personnel travaillant pour le programme ""Liens entre la Nation et son armée""";;73 950 648;;;;;;73 950 648
70;Défense;402;Excellence technologique des industries de défense;01;Maîtrise des technologies nucléaires;;;;;0;;;0
70;Défense;402;Excellence technologique des industries de défense;02;Maîtrise des technologies spatiales;;;0;;0;;;0
70;Défense;402;Excellence technologique des industries de défense;03;Recherche civile et militaire;;;0;;;;;0
